id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
29925668,https://doi.org/10.1136/jech-2017-210370,Emergency hospital admissions associated with a non-randomised housing intervention meeting national housing quality standards: a longitudinal data linkage study.,"Rodgers SE, Bailey R, Johnson R, Berridge D, Poortinga W, Lannon S, Smith R, Lyons RA.",,Journal of epidemiology and community health,2018,"BACKGROUND:We investigated tenant healthcare utilisation associated with upgrading 8558 council houses to a national quality standard. Homes received multiple internal and external improvements and were analysed using repeated measures of healthcare utilisation. METHODS:The primary outcome was emergency hospital admissions for cardiorespiratory conditions and injuries for residents aged 60 years and over. Secondary outcomes included each of the separate conditions, for tenants aged 60 and over, and for all ages. Council home address and intervention records for eight housing cointerventions were anonymously linked to demographic data, hospital admissions and deaths for individuals in a dynamic cohort. Counts of health events were analysed using multilevel regression models to investigate associations between receipt of each housing improvement, adjusting for potential confounding factors and regional trends. RESULTS:Residents aged 60 years and over living in homes when improvements were made were associated with up to 39% fewer admissions compared with those living in homes that were not upgraded (incidence rate ratio=0.61, 95% CI 0.53 to 0.72). Reduced admissions were associated with electrical systems, windows and doors, wall insulation, and garden paths. There were small non-significant reductions for the primary outcome associated with upgrading heating, adequate loft insulation, new kitchens and new bathrooms. CONCLUSION:Results suggest that hospital admissions can be avoided through improving whole home quality standards. This is the first large-scale longitudinal evaluation of a whole home intervention that has evaluated multiple improvement elements using individual-level objective routine health data."
31960476,https://doi.org/10.1111/ppe.12627,Phenotyping congenital anomalies in administrative hospital records.,"Zylbersztejn A, Verfürden M, Hardelid P, Gilbert R, Wijlaars L.",,Paediatric and perinatal epidemiology,2020,"BACKGROUND:Congenital anomalies are a major cause of co-morbidity in children. Diagnostic code lists are increasingly used to identify congenital anomalies in administrative health records. Evidence is lacking on comparability of these code lists. OBJECTIVES:To compare prevalence of congenital anomalies and prognostic outcomes for children with congenital anomalies identified in administrative health records using three different code lists. METHODS:We developed national cohorts of singleton livebirths in England (n = 7 354 363, 2003-2014) and Scotland (n = 493 556, 2003-2011). Children with congenital anomalies were identified if congenital anomaly diagnosis was recorded at birth, during subsequent hospital admission or as cause of death before 2 years old. We used three code lists: the EUROCAT list for congenital anomaly surveillance in Europe; the Hardelid list developed to identify children with chronic conditions (including congenital anomalies) admitted to hospital in England; and the Feudtner list developed to indicate children with complex chronic conditions (including congenital anomalies) admitted to hospitals in the United States. We compared prevalence, and risks of postnatal hospital readmission and death according to each code list in England and Scotland. RESULTS:Prevalence of congenital anomalies was highest using the EUROCAT list (4.1% of livebirths in England, 3.7% in Scotland), followed by Hardelid (3.1% and 3.0% of livebirths, respectively) and Feudtner (1.8% and 1.5% of livebirths, respectively). 67.2%-73.3% of children with congenital anomalies in England and 65.2%-77.0% in Scotland had at least one postnatal hospital admission across the three code lists; mortality ranged between 42.6-75.4 and 41.5-88.7 deaths per 1000 births in England Scotland, respectively. The risk of these adverse outcomes was highest using Feudtner and lowest using EUROCAT code lists. CONCLUSIONS:The prevalence of congenital anomalies varied by congenital anomaly code list, over time and between countries, reflecting in part differences in hospital coding practices and admission thresholds. As a minimum, researchers using administrative health data to study congenital anomalies should report sensitivity analyses using different code lists."
31845899,https://doi.org/10.2196/14782,Efficient Reuse of Natural Language Processing Models for Phenotype-Mention Identification in Free-text Electronic Medical Records: A Phenotype Embedding Approach.,"Wu H, Hodgson K, Dyson S, Morley KI, Ibrahim ZM, Iqbal E, Stewart R, Dobson RJ, Sudlow C.",,JMIR medical informatics,2019,"BACKGROUND:Much effort has been put into the use of automated approaches, such as natural language processing (NLP), to mine or extract data from free-text medical records in order to construct comprehensive patient profiles for delivering better health care. Reusing NLP models in new settings, however, remains cumbersome, as it requires validation and retraining on new data iteratively to achieve convergent results. OBJECTIVE:The aim of this work is to minimize the effort involved in reusing NLP models on free-text medical records. METHODS:We formally define and analyze the model adaptation problem in phenotype-mention identification tasks. We identify ""duplicate waste"" and ""imbalance waste,"" which collectively impede efficient model reuse. We propose a phenotype embedding-based approach to minimize these sources of waste without the need for labelled data from new settings. RESULTS:We conduct experiments on data from a large mental health registry to reuse NLP models in four phenotype-mention identification tasks. The proposed approach can choose the best model for a new task, identifying up to 76% waste (duplicate waste), that is, phenotype mentions without the need for validation and model retraining and with very good performance (93%-97% accuracy). It can also provide guidance for validating and retraining the selected model for novel language patterns in new tasks, saving around 80% waste (imbalance waste), that is, the effort required in ""blind"" model-adaptation approaches. CONCLUSIONS:Adapting pretrained NLP models for new tasks can be more efficient and effective if the language pattern landscapes of old settings and new settings can be made explicit and comparable. Our experiments show that the phenotype-mention embedding approach is an effective way to model language patterns for phenotype-mention identification tasks and that its use can guide efficient NLP model reuse."
32108548,https://doi.org/10.1177/0269881120907973,Synthetic cannabinoid use in psychiatric patients and relationship to hospitalisation: A retrospective electronic case register study.,"Hobbs M, Patel R, Morrison PD, Kalk N, Stone JM.",,"Journal of psychopharmacology (Oxford, England)",2020,"INTRODUCTION AND OBJECTIVES:Cannabis use has been associated with psychosis and with poor outcome in patients with mental illness. Synthetic cannabinoids (SCs) have been suggested to pose an even greater risk to mental health, but the effect on clinical outcome has not been directly measured. In this study, we aimed to investigate the demographics and hospitalisation of psychiatric patients who were SC users. METHODS:We searched the Biomedical Research Centre Clinical Record Interactive Search register for SC users and age- and sex-matched SC non-users who had been psychiatric patients under the South London and Maudsley NHS Trust. We recorded diagnosis, homelessness, cannabis use and the total number of days admitted as an inpatient to secondary and tertiary mental-health services. RESULTS:We identified 635 SC users and 635 age- and sex-matched SC non-users. SC users were significantly more likely to be homeless (χ2=138.0; p<0.0001) and to use cannabis (χ2=257.3; p<0.0001) than SC non-users. SC users had significantly more inpatient days after their first recorded use of SCs than controls (M (SD)=85.5 (199.7) vs. 25.4 (92.32); p<0.0001). Post hoc tests revealed that SC non-users who used cannabis had fewer inpatient days than SC users (p<0.0001), and that non-users of both SC and cannabis had fewer inpatient days than SC non-using cannabis users (p=0.02). CONCLUSIONS:SC use may lead to an increase in the number of days spent in hospital in patients with psychiatric illness. This highlights the need for clinicians to ask specifically about SC use."
32226230,https://doi.org/10.1016/j.neucom.2018.04.087,Covariate shift estimation based adaptive ensemble learning for handling non-stationarity in motor imagery related EEG-based brain-computer interface.,"Raza H, Rathee D, Zhou SM, Cecotti H, Prasad G.",,Neurocomputing,2019,"The non-stationary nature of electroencephalography (EEG) signals makes an EEG-based brain-computer interface (BCI) a dynamic system, thus improving its performance is a challenging task. In addition, it is well-known that due to non-stationarity based covariate shifts, the input data distributions of EEG-based BCI systems change during inter- and intra-session transitions, which poses great difficulty for developments of online adaptive data-driven systems. Ensemble learning approaches have been used previously to tackle this challenge. However, passive scheme based implementation leads to poor efficiency while increasing high computational cost. This paper presents a novel integration of covariate shift estimation and unsupervised adaptive ensemble learning (CSE-UAEL) to tackle non-stationarity in motor-imagery (MI) related EEG classification. The proposed method first employs an exponentially weighted moving average model to detect the covariate shifts in the common spatial pattern features extracted from MI related brain responses. Then, a classifier ensemble was created and updated over time to account for changes in streaming input data distribution wherein new classifiers are added to the ensemble in accordance with estimated shifts. Furthermore, using two publicly available BCI-related EEG datasets, the proposed method was extensively compared with the state-of-the-art single-classifier based passive scheme, single-classifier based active scheme and ensemble based passive schemes. The experimental results show that the proposed active scheme based ensemble learning algorithm significantly enhances the BCI performance in MI classifications."
32505923,https://doi.org/10.1016/j.ebiom.2020.102818,"Children first, or last?",Modi N.,,EBioMedicine,2020,
31765395,https://doi.org/10.1371/journal.pone.0225625,Semantic computational analysis of anticoagulation use in atrial fibrillation from real world data.,"Bean DM, Teo J, Wu H, Oliveira R, Patel R, Bendayan R, Shah AM, Dobson RJB, Scott PA.",,PloS one,2019,"Atrial fibrillation (AF) is the most common arrhythmia and significantly increases stroke risk. This risk is effectively managed by oral anticoagulation. Recent studies using national registry data indicate increased use of anticoagulation resulting from changes in guidelines and the availability of newer drugs. The aim of this study is to develop and validate an open source risk scoring pipeline for free-text electronic health record data using natural language processing. AF patients discharged from 1st January 2011 to 1st October 2017 were identified from discharge summaries (N = 10,030, 64.6% male, average age 75.3 ± 12.3 years). A natural language processing pipeline was developed to identify risk factors in clinical text and calculate risk for ischaemic stroke (CHA2DS2-VASc) and bleeding (HAS-BLED). Scores were validated vs two independent experts for 40 patients. Automatic risk scores were in strong agreement with the two independent experts for CHA2DS2-VASc (average kappa 0.78 vs experts, compared to 0.85 between experts). Agreement was lower for HAS-BLED (average kappa 0.54 vs experts, compared to 0.74 between experts). In high-risk patients (CHA2DS2-VASc ≥2) OAC use has increased significantly over the last 7 years, driven by the availability of DOACs and the transitioning of patients from AP medication alone to OAC. Factors independently associated with OAC use included components of the CHA2DS2-VASc and HAS-BLED scores as well as discharging specialty and frailty. OAC use was highest in patients discharged under cardiology (69%). Electronic health record text can be used for automatic calculation of clinical risk scores at scale. Open source tools are available today for this task but require further validation. Analysis of routinely collected EHR data can replicate findings from large-scale curated registries."
31233103,https://doi.org/10.1093/bioinformatics/btz469,PhenoScanner V2: an expanded tool for searching human genotype-phenotype associations.,"Kamat MA, Blackshaw JA, Young R, Surendran P, Burgess S, Danesh J, Butterworth AS, Staley JR.",,"Bioinformatics (Oxford, England)",2019,"SUMMARY:PhenoScanner is a curated database of publicly available results from large-scale genetic association studies in humans. This online tool facilitates 'phenome scans', where genetic variants are cross-referenced for association with many phenotypes of different types. Here we present a major update of PhenoScanner ('PhenoScanner V2'), including over 150 million genetic variants and more than 65 billion associations (compared to 350 million associations in PhenoScanner V1) with diseases and traits, gene expression, metabolite and protein levels, and epigenetic markers. The query options have been extended to include searches by genes, genomic regions and phenotypes, as well as for genetic variants. All variants are positionally annotated using the Variant Effect Predictor and the phenotypes are mapped to Experimental Factor Ontology terms. Linkage disequilibrium statistics from the 1000 Genomes project can be used to search for phenotype associations with proxy variants. AVAILABILITY AND IMPLEMENTATION:PhenoScanner V2 is available at www.phenoscanner.medschl.cam.ac.uk."
30649175,https://doi.org/10.1001/jamacardio.2018.4537,Cardiovascular Risk Factors Associated With Venous Thromboembolism.,"Gregson J, Kaptoge S, Bolton T, Pennells L, Willeit P, Burgess S, Bell S, Sweeting M, Rimm EB, Kabrhel C, Zöller B, Assmann G, Gudnason V, Folsom AR, Arndt V, Fletcher A, Norman PE, Nordestgaard BG, Kitamura A, Mahmoodi BK, Whincup PH, Knuiman M, Salomaa V, Meisinger C, Koenig W, Kavousi M, Völzke H, Cooper JA, Ninomiya T, Casiglia E, Rodriguez B, Ben-Shlomo Y, Després JP, Simons L, Barrett-Connor E, Björkelund C, Notdurfter M, Kromhout D, Price J, Sutherland SE, Sundström J, Kauhanen J, Gallacher J, Beulens JWJ, Dankner R, Cooper C, Giampaoli S, Deen JF, Gómez de la Cámara A, Kuller LH, Rosengren A, Svensson PJ, Nagel D, Crespo CJ, Brenner H, Albertorio-Diaz JR, Atkins R, Brunner EJ, Shipley M, Njølstad I, Lawlor DA, van der Schouw YT, Selmer RM, Trevisan M, Verschuren WMM, Greenland P, Wassertheil-Smoller S, Lowe GDO, Wood AM, Butterworth AS, Thompson SG, Danesh J, Di Angelantonio E, Meade T, Emerging Risk Factors Collaboration.",,JAMA cardiology,2019,"Importance:It is uncertain to what extent established cardiovascular risk factors are associated with venous thromboembolism (VTE). Objective:To estimate the associations of major cardiovascular risk factors with VTE, ie, deep vein thrombosis and pulmonary embolism. Design, Setting, and Participants:This study included individual participant data mostly from essentially population-based cohort studies from the Emerging Risk Factors Collaboration (ERFC; 731 728 participants; 75 cohorts; years of baseline surveys, February 1960 to June 2008; latest date of follow-up, December 2015) and the UK Biobank (421 537 participants; years of baseline surveys, March 2006 to September 2010; latest date of follow-up, February 2016). Participants without cardiovascular disease at baseline were included. Data were analyzed from June 2017 to September 2018. Exposures:A panel of several established cardiovascular risk factors. Main Outcomes and Measures:Hazard ratios (HRs) per 1-SD higher usual risk factor levels (or presence/absence). Incident fatal outcomes in ERFC (VTE, 1041; coronary heart disease [CHD], 25 131) and incident fatal/nonfatal outcomes in UK Biobank (VTE, 2321; CHD, 3385). Hazard ratios were adjusted for age, sex, smoking status, diabetes, and body mass index (BMI). Results:Of the 731 728 participants from the ERFC, 403 396 (55.1%) were female, and the mean (SD) age at the time of the survey was 51.9 (9.0) years; of the 421 537 participants from the UK Biobank, 233 699 (55.4%) were female, and the mean (SD) age at the time of the survey was 56.4 (8.1) years. Risk factors for VTE included older age (ERFC: HR per decade, 2.67; 95% CI, 2.45-2.91; UK Biobank: HR, 1.81; 95% CI, 1.71-1.92), current smoking (ERFC: HR, 1.38; 95% CI, 1.20-1.58; UK Biobank: HR, 1.23; 95% CI, 1.08-1.40), and BMI (ERFC: HR per 1-SD higher BMI, 1.43; 95% CI, 1.35-1.50; UK Biobank: HR, 1.37; 95% CI, 1.32-1.41). For these factors, there were similar HRs for pulmonary embolism and deep vein thrombosis in UK Biobank (except adiposity was more strongly associated with pulmonary embolism) and similar HRs for unprovoked vs provoked VTE. Apart from adiposity, these risk factors were less strongly associated with VTE than CHD. There were inconsistent associations of VTEs with diabetes and blood pressure across ERFC and UK Biobank, and there was limited ability to study lipid and inflammation markers. Conclusions and Relevance:Older age, smoking, and adiposity were consistently associated with higher VTE risk."
32430455,https://doi.org/10.1136/bmjopen-2020-038530,Evaluating the real-world implementation of the Family Nurse Partnership in England: protocol for a data linkage study.,"Cavallaro FL, Gilbert R, Wijlaars L, Kennedy E, Swarbrick A, van der Meulen J, Harron K.",,BMJ open,2020,"INTRODUCTION:Almost 20 000 babies are born to teenage mothers each year in England, with poorer outcomes for mothers and babies than among older mothers. A nurse home visitation programme in the USA was found to improve a wide range of outcomes for young mothers and their children. However, a randomised controlled trial in England found no effect on short-term primary outcomes, although cognitive development up to age 2 showed improvement. Our study will use linked routinely collected health, education and social care data to evaluate the real-world effects of the Family Nurse Partnership (FNP) on child outcomes up to age 7, with a focus on identifying whether the FNP works better for particular groups of families, thereby informing programme targeting and resource allocation. METHODS AND ANALYSIS:We will construct a retrospective cohort of all women aged 13-24 years giving birth in English NHS hospitals between 2010 and 2017, linking information on mothers and children from FNP programme data, Hospital Episodes Statistics and the National Pupil Database. To assess the effectiveness of FNP, we will compare outcomes for eligible mothers ever and never enrolled in FNP, and their children, using two analysis strategies to adjust for measured confounding: propensity score matching and analyses adjusting for maternal characteristics up to enrolment/28 weeks gestation. Outcomes of interest include early childhood development, childhood unplanned hospital admissions for injury or maltreatment-related diagnoses and children in care. Subgroup analyses will determine whether the effect of FNP varied according to maternal characteristics (eg, age and education). ETHICS AND DISSEMINATION:The Nottingham Research Ethics Committee approved this study. Mothers participating in FNP were supportive of our planned research. Results will inform policy-makers for targeting home visiting programmes. Methodological findings on the accuracy and reliability of cross-sectoral data linkage will be of interest to researchers."
32289242,https://doi.org/10.1098/rsob.190297,"Why is cancer not more common? A changing microenvironment may help to explain why, and suggests strategies for anti-cancer therapy.","Jiang X, Tomlinson IPM.",,Open biology,2020,"One of the great unsolved puzzles in cancer biology is not why cancers occur, but rather explaining why so few cancers occur compared with the theoretical number that could occur, given the number of progenitor cells in the body and the normal mutation rate. We hypothesized that a contributory explanation is that the tumour microenvironment (TME) is not fixed due to factors such as immune cell infiltration, and that this could impair the ability of neoplastic cells to retain a high enough fitness to become a cancer. The TME has implicitly been assumed to be static in most cancer evolution models, and we therefore developed a mathematical model of spatial cancer evolution assuming that the TME, and thus the optimum cancer phenotype, changes over time. Based on simulations, we show how cancer cell populations adapt to diverse changing TME conditions and fitness landscapes. Compared with static TMEs, which generate neutral dynamics, changing TMEs lead to complex adaptations with characteristic spatio-temporal heterogeneity involving variable fitness effects of driver mutations, subclonal mixing, subclonal competition and phylogeny patterns. In many cases, cancer cell populations fail to grow or undergo spontaneous regression, and even extinction. Our analyses predict that cancer evolution in a changing TME is challenging, and can help to explain why cancer is neither inevitable nor as common as expected. Should cancer driver mutations with effects dependent of the TME exist, they are likely to be selected. Anti-cancer prevention and treatment strategies based on changing the TME are feasible and potentially effective."
31196949,https://doi.org/10.1183/13993003.02309-2018,Educational and health outcomes of children treated for asthma: Scotland-wide record linkage study of 683 716 children.,"Fleming M, Fitton CA, Steiner MFC, McLay JS, Clark D, King A, Mackay DF, Pell JP.",,The European respiratory journal,2019,"BACKGROUND:The global prevalence of childhood asthma is increasing. The condition impacts physical and psychosocial morbidity; therefore, wide-ranging effects on health and education outcomes are plausible. METHODS:Linkage of eight Scotland-wide databases, covering dispensed prescriptions, hospital admissions, maternity records, death certificates, annual pupil census, examinations, school absences/exclusions and unemployment, provided data on 683 716 children attending Scottish schools between 2009 and 2013. We compared schoolchildren on medication for asthma with peers, adjusting for sociodemographic, maternity and comorbidity confounders, and explored effect modifiers and mediators. RESULTS:The 45 900 (6.0%) children treated for asthma had an increased risk of hospitalisation, particularly within the first year of treatment (incidence rate ratio 1.98, 95% CI 1.93-2.04), and increased mortality (HR 1.77, 95% CI 1.30-2.40). They were more likely to have special educational need for mental (OR 1.76, 95% CI 1.49-2.08) and physical (OR 2.76, 95% CI 2.57-2.95) health reasons, and performed worse in school exams (OR 1.11, 95% CI 1.06-1.16). Higher absenteeism (incidence rate ratio 1.25, 95% CI 1.24-1.26) partially explained their poorer attainment. CONCLUSIONS:Children with treated asthma have poorer education and health outcomes than their peers. Educational interventions that mitigate the adverse effects of absenteeism should be considered."
31469943,https://doi.org/10.1002/cnm.3255,Computational instantaneous wave-free ratio (IFR) for patient-specific coronary artery stenoses using 1D network models.,"Carson JM, Roobottom C, Alcock R, Nithiarasu P.",,International journal for numerical methods in biomedical engineering,2019,"In this work, we estimate the diagnostic threshold of the instantaneous wave-free ratio (iFR) through the use of a one-dimensional haemodynamic framework. To this end, we first compared the computed fractional flow reserve (cFFR) predicted from a 1D computational framework with invasive clinical measurements. The framework shows excellent promise and utilises minimal patient data from a cohort of 52 patients with a total of 66 stenoses. The diagnostic accuracy of the cFFR model was 75.76%, with a sensitivity of 71.43%, a specificity of 77.78%, a positive predictive value of 60%, and a negative predictive value of 85.37%. The validated model was then used to estimate the diagnostic threshold of iFR. The model determined a quadratic relationship between cFFR and the ciFR. The iFR diagnostic threshold was determined to be 0.8910 from a receiver operating characteristic curve that is in the range of 0.89 to 0.9 that is normally reported in clinical studies."
30382236,https://doi.org/10.1038/s41433-018-0229-6,The diagnostic accuracy of OCT angiography in naive and treated neovascular age-related macular degeneration: a review.,"Perrott-Reynolds R, Cann R, Cronbach N, Neo YN, Ho V, McNally O, Madi HA, Cochran C, Chakravarthy U.",,"Eye (London, England)",2019,"Optical coherence tomography angiography (OCTA) is a non-invasive retinal imaging innovation that has been gaining popularity for the evaluation of the retinal vasculature. Of clinical importance is its current use either as an alternative or in conjunction with conventional dye-based angiography in neovascular age-related macular degeneration. OCTA is not without limitations and these include image artefact, a relatively small field of view and failure of the segmentation algorithms, which can confound the interpretation of findings. While there are numerous publications on OCTA in neovascular AMD, few have examined the diagnostic accuracy of this new technology compared with the accepted gold standard of fundus fluorescein angiography (FFA). In this review, we summarise the literature on the clinical application of OCTA in nAMD. In particular, we have reviewed the published articles that have reported the sensitivity and specificity of OCTA in the diagnosis of nAMD, and those that have described and or correlated the morphological findings and compared them to dye-based angiography."
31951005,https://doi.org/10.1093/jamia/ocz211,On classifying sepsis heterogeneity in the ICU: insight using machine learning.,"Ibrahim ZM, Wu H, Hamoud A, Stappen L, Dobson RJB, Agarossi A.",,Journal of the American Medical Informatics Association : JAMIA,2020,"OBJECTIVES:Current machine learning models aiming to predict sepsis from electronic health records (EHR) do not account 20 for the heterogeneity of the condition despite its emerging importance in prognosis and treatment. This work demonstrates the added value of stratifying the types of organ dysfunction observed in patients who develop sepsis in the intensive care unit (ICU) in improving the ability to recognize patients at risk of sepsis from their EHR data. MATERIALS AND METHODS:Using an ICU dataset of 13 728 records, we identify clinically significant sepsis subpopulations with distinct organ dysfunction patterns. We perform classification experiments with random forest, gradient boost trees, and support vector machines, using the identified subpopulations to distinguish patients who develop sepsis in the ICU from those who do not. RESULTS:The classification results show that features selected using sepsis subpopulations as background knowledge yield a superior performance in distinguishing septic from non-septic patients regardless of the classification model used. The improved performance is especially pronounced in specificity, which is a current bottleneck in sepsis prediction machine learning models. CONCLUSION:Our findings can steer machine learning efforts toward more personalized models for complex conditions including sepsis."
30351417,https://doi.org/10.1093/bioinformatics/bty837,pJRES Binning Algorithm (JBA): a new method to facilitate the recovery of metabolic information from pJRES 1H NMR spectra.,"Rodriguez-Martinez A, Ayala R, Posma JM, Harvey N, Jiménez B, Sonomura K, Sato TA, Matsuda F, Zalloua P, Gauguier D, Nicholson JK, Dumas ME.",,"Bioinformatics (Oxford, England)",2019,"MOTIVATION:Data processing is a key bottleneck for 1H NMR-based metabolic profiling of complex biological mixtures, such as biofluids. These spectra typically contain several thousands of signals, corresponding to possibly few hundreds of metabolites. A number of binning-based methods have been proposed to reduce the dimensionality of 1 D 1H NMR datasets, including statistical recoupling of variables (SRV). Here, we introduce a new binning method, named JBA (""pJRES Binning Algorithm""), which aims to extend the applicability of SRV to pJRES spectra. RESULTS:The performance of JBA is comprehensively evaluated using 617 plasma 1H NMR spectra from the FGENTCARD cohort. The results presented here show that JBA exhibits higher sensitivity than SRV to detect peaks from low-abundance metabolites. In addition, JBA allows a more efficient removal of spectral variables corresponding to pure electronic noise, and this has a positive impact on multivariate model building. AVAILABILITY AND IMPLEMENTATION:The algorithm is implemented using the MWASTools R/Bioconductor package. SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online."
30984759,https://doi.org/10.3389/fmed.2019.00048,"Direct-to-Consumer Genetic Testing's Red Herring: ""Genetic Ancestry"" and Personalized Medicine.","Blell M, Hunter MA.",,Frontiers in medicine,2019,"The growth in the direct-to-consumer genetic testing industry poses a number of challenges for healthcare practice, among a number of other areas of concern. Several companies providing this service send their customers reports including information variously referred to as genetic ethnicity, genetic heritage, biogeographic ancestry, and genetic ancestry. In this article, we argue that such information should not be used in healthcare consultations or to assess health risks. Far from representing a move toward personalized medicine, use of this information poses risks both to patients as individuals and to racialized ethnic groups because of the way it misrepresents human genetic diversity."
31062032,https://doi.org/10.1093/ije/dyz073,"Cohort Profile: Extended Cohort for E-health, Environment and DNA (EXCEED).","John C, Reeve NF, Free RC, Williams AT, Ntalla I, Farmaki AE, Bethea J, Barton LM, Shrine N, Batini C, Packer R, Terry S, Hargadon B, Wang Q, Melbourne CA, Adams EL, Bee CE, Harrington K, Miola J, Brunskill NJ, Brightling CE, Barwell J, Wallace SE, Hsu R, Shepherd DJ, Hollox EJ, Wain LV, Tobin MD.",,International journal of epidemiology,2019,
31101093,https://doi.org/10.1186/s12889-019-6888-9,Educational and health outcomes of children and adolescents receiving antiepileptic medication: Scotland-wide record linkage study of 766 244 schoolchildren.,"Fleming M, Fitton CA, Steiner MFC, McLay JS, Clark D, King A, Mackay DF, Pell JP.",,BMC public health,2019,"BACKGROUND:Childhood epilepsy can adversely affect education and employment in addition to health. Previous studies are small or highly selective producing conflicting results. This retrospective cohort study aims to compare educational and health outcomes of children receiving antiepileptic medication versus peers. METHODS:Record linkage of Scotland-wide databases covering dispensed prescriptions, acute and psychiatric hospitalisations, maternity records, deaths, annual pupil census, school absences/exclusions, special educational needs, school examinations, and (un)employment provided data on 766,244 children attending Scottish schools between 2009 and 2013. Outcomes were adjusted for sociodemographic and maternity confounders and comorbid conditions. RESULTS:Compared with peers, children on antiepileptic medication were more likely to experience school absence (Incidence Rate Ratio [IRR] 1.43, 95% CI: 1.38, 1.48), special educational needs (Odds ratio [OR] 9.60, 95% CI: 9.02, 10.23), achieve the lowest level of attainment (OR 3.43, 95% CI: 2.74, 4.29) be unemployed (OR 1.82, 95% CI: 1.60, 2.07), be admitted to hospital (Hazard Ratio [HR] 3.56, 95% CI: 3.42, 3.70), and die (HR 22.02, 95% CI: 17.00, 28.53). Absenteeism partly explained poorer attainment and higher unemployment. Girls and younger children on antiepileptic medication had higher risk of poor outcomes. CONCLUSIONS:Children on antiepileptic medication fare worse than peers across educational and health outcomes. In order to reduce school absenteeism and mitigate its effects, children with epilepsy should receive integrated care from a multidisciplinary team that spans education and healthcare."
31021418,https://doi.org/10.1111/bjd.18046,'It's like the bad guy in a movie who just doesn't die': a qualitative exploration of young people's adaptation to eczema and implications for self-care.,"Ghio D, Muller I, Greenwell K, Roberts A, McNiven A, Langan SM, Santer M.",,The British journal of dermatology,2020,"BACKGROUND:Eczema is a common childhood inflammatory skin condition, affecting more than one in five children. A popular perception is that children 'outgrow eczema', although epidemiological studies have shown that, for many, eczema follows a lifelong episodic course. OBJECTIVES:To explore the perceptions of young people about the nature of their eczema and how these perceptions relate to their self-care and adapting to living with eczema. METHODS:This is a secondary inductive thematic analysis of interviews conducted for Healthtalk.org. In total 23 interviews with young people with eczema were included. Of the 23 participants, 17 were female and six male, ranging from 17 to 25 years old. RESULTS:Participants generally experienced eczema as an episodic long-term condition and reported a mismatch between information received about eczema and their experiences. The experience of eczema as long term and episodic had implications for self-care, challenging the process of identifying triggers of eczema flare-ups and evaluating the success of treatment regimens. Participants' experiences of eczema over time also had implications for adaptation and finding a balance between accepting eczema as long term and hoping it would go away. This linked to a gradual shift in treatment expectations from 'cure' to 'control' of eczema. CONCLUSIONS:For young people who continue to experience eczema beyond childhood, a greater focus on self-care for a long-term condition may be helpful. Greater awareness of the impact of early messages around 'growing out of' eczema and provision of high-quality information may help patients to manage expectations and support adaptation to treatment regimens. What's already known about this topic? There is a common perception that people 'grow out of' eczema, but for many people eczema follows a lifelong episodic course. Qualitative work has shown that parents can find that being told their child will grow out of eczema is dismissive, and that they have difficulty with messages about 'control not cure' of eczema. It is unclear how young people perceive their eczema and the implications of this perception for their adaptation and self-care. What does this study add? The message that many people 'grow out of' eczema has a potentially detrimental effect for young people where the condition persists. This has implications for young people's perceptions of their eczema, their learning to self-care and how they adapt to living with eczema and eczema treatments. What are the clinical implications of this work? Clinicians need to promote awareness among young people that eczema is a long-term episodic condition in order to engage them with effective self-care. Young people transitioning to self-care need evidence-based information that is specific and relatable to them."
32032817,https://doi.org/10.1016/j.nicl.2020.102172,Distinguishing between paediatric brain tumour types using multi-parametric magnetic resonance imaging and machine learning: A multi-site study.,"Grist JT, Withey S, MacPherson L, Oates A, Powell S, Novak J, Abernethy L, Pizer B, Grundy R, Bailey S, Mitra D, Arvanitis TN, Auer DP, Avula S, Peet AC.",,NeuroImage. Clinical,2020,"The imaging and subsequent accurate diagnosis of paediatric brain tumours presents a radiological challenge, with magnetic resonance imaging playing a key role in providing tumour specific imaging information. Diffusion weighted and perfusion imaging are commonly used to aid the non-invasive diagnosis of children's brain tumours, but are usually evaluated by expert qualitative review. Quantitative studies are mainly single centre and single modality. The aim of this work was to combine multi-centre diffusion and perfusion imaging, with machine learning, to develop machine learning based classifiers to discriminate between three common paediatric tumour types. The results show that diffusion and perfusion weighted imaging of both the tumour and whole brain provide significant features which differ between tumour types, and that combining these features gives the optimal machine learning classifier with >80% predictive precision. This work represents a step forward to aid in the non-invasive diagnosis of paediatric brain tumours, using advanced clinical imaging."
