site,doi,date,link,title,authors,affiliations,abstract,author_similarity,affiliation_similarity
medrxiv,10.1101/2020.05.08.20095687,2020-05-14,http://medrxiv.org/cgi/content/short/2020.05.08.20095687,Rapid implementation of real-time SARS-CoV-2 sequencing to investigate healthcare-associated COVID-19 infections,Luke W Meredith; William L Hamilton; Ben Warne; Charlotte J Houldcroft; Myra Hosmillo; Aminu Jahun; Martin D Curran; Surendra Parmar; Laura Caller; Sarah L Caddy; Fahad A Khokhar; Anna Yakovleva; Grant R Hall; Theresa Feltwell; Sally N Forret; Sushmita Sridhar; Michael p Weekes; Stephen Baker; Nicholas Brown; Elinor Moore; Theodore Gouliouris; Ashley Popay; Iain Roddick; Mark Reacher; Sharon Peacock; Gordon Dougan; M. Estee Torok; Ian Goodfellow,University of Cambridge; University of Cambridge; Cambridge University Hospitals NHS Foundation Trust; University of Cambridge; University of Cambridge; University of Cambridge; Public Health England; Public Health England; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge; Cambridge University; Cambridge University; Public Health England; Cambridge University Hospitals NHS Foundation Trust; Cambridge University Hospitals NHS Foundation Trust; Public Health England; Public Health England; Public Health England; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge,"Background The burden and impact of healthcare-associated COVID-19 infections is unknown. We aimed to examine the utility of rapid sequencing of SARS-CoV-2 combined with detailed epidemiological analysis to investigate healthcare-associated COVID-19 infections and to inform infection control measures. Methods We set up rapid viral sequencing of SARS-CoV-2 from PCR-positive diagnostic samples using nanopore sequencing, enabling sample-to-sequence in less than 24 hours. We established a rapid review and reporting system with integration of genomic and epidemiological data to investigate suspected cases of healthcare-associated COVID-19. Results Between 13 March and 24 April 2020 we collected clinical data and samples from 5191 COVID-19 patients in the East of England. We sequenced 1000 samples, producing 747 complete viral genomes. We conducted combined epidemiological and genomic analysis of 299 patients at our hospital and identified 26 genomic clusters involving 114 patients. 66 cases (57.9%) had a strong epidemiological link and 15 cases (13.2%) had a plausible epidemiological link. These results were fed back clinical, infection control and hospital management teams, resulting in infection control interventions and informing patient safety reporting. Conclusions We established real-time genomic surveillance of SARS-CoV-2 in a UK hospital and demonstrated the benefit of combined genomic and epidemiological analysis for the investigation of healthcare-associated COVID-19 infections. This approach enabled us to detect cryptic transmission events and identify opportunities to target infection control interventions to reduce further healthcare-associated infections.",100,100
biorxiv,10.1101/2020.05.11.089409,2020-05-13,http://biorxiv.org/cgi/content/short/2020.05.11.089409,An integrated in silico immuno-genetic analytical platform provides insights into COVID-19 serological and vaccine targets,Daniel Ward; Matthew Higgins; Jody Phelan; Martin L. Hibberd; Susana Campino; Taane G Clark,London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine,"BackgroundThe COVID-19 pandemic is causing a major global health and socio-economic burden, instigating the mobilisation of resources into the development of control tools, such as diagnostics and vaccines. The poor performance of some diagnostic serological tools has emphasised the need for up to date immune-informatic analyses to inform the selection of viable targets for further study. This requires the integration and analysis of genetic and immunological data for SARS-CoV-2 and its homology with other human coronavirus species to understand cross-reactivity.

MethodsWe have developed an online tool for SARS-CoV-2 research, which combines an extensive epitope mapping and prediction meta-analysis, with an updated variant database (55,944 non-synonymous mutations) based on 16,087 whole genome sequences, and an analysis of human coronavirus homology. To demonstrate its utility, we present an integrated analysis of the SARS-CoV-2 spike and nucleocapsid proteins, which are candidate vaccine and serological diagnostic targets.

ResultsOur analysis reveals that the nucleocapsid protein in its native form appears to be a sub-optimal target for use in serological diagnostic platforms. Whilst, a further analysis suggests that orf3a proteins may be a suitable alternative target for diagnostic assays.

ConclusionsThe tool can be accessed online (http://genomics.lshtm.ac.uk/immuno) and will serve as a useful tool for biological discovery in the fight against SARS-CoV-2. Further, it may be adapted to inform on biological targets in future outbreaks, including new human coronaviruses that spill over from animal hosts.",100,100
medrxiv,10.1101/2020.05.08.20094474,2020-05-12,http://medrxiv.org/cgi/content/short/2020.05.08.20094474,"The Association of Social Distancing, Population Density, and Temperature with the SARS-CoV-2 Instantaneous Reproduction Number in Counties Across the United States",David Rubin; Jing Huang; Brian T Fisher; Antonio Gasparrini; Vicky Tam; Lihai Song; Xi Wang; Jason Kaufman; Kate Fitzpatrick; Arushi Jain; Heather Griffis; Koby Crammer; Gregory Tasian,"Children's Hospital of Philadelphia; Perelman School of Medicine at the University of Pennsylvania; Perelman School of Medicine at the University of Pennsylvania; London School of Hygiene and Tropical Medicine; Children's Hospital of Philadelphia; Children's Hospital of Philadelphia; Children's Hospital of Philadelphia; Perelman School of Medicine at the University of Pennsylvania; Children's Hospital of Philadelphia; CHOP; Children's Hospital of Philadelphia; The Technion, Haifa, Israel; The Children's Hospital of Philadelphia","Importance: The Covid-19 pandemic has been marked by considerable heterogeneity in outbreaks across the United States. Local factors that may be associated with variation in SARS-CoV-2 transmission have not been well studied. Objective: To examine the association of county-level factors with variation in the SARS-CoV-2 reproduction number over time. Design: Observational study Setting: 211 counties in 46 states and the District of Columbia between February 25, 2020 and April 23, 2020. Participants: Residents within the counties (55% of the US population) Exposures: Social distancing as measured by percent change in visits to non-essential businesses, population density, lagged daily wet bulb temperatures. Main Outcomes and Measures: The instantaneous reproduction number (Rt) which is the estimated number of cases generated by one case at a given time during the pandemic. Results: Median case incidence was 1185 cases and fatality rate was 43.7 deaths per 100,000 people for the top decile of 21 counties, nearly ten times the incidence and fatality rate in the lowest density quartile. Average Rt in the first two weeks was 5.7 (SD 2.5) in the top decile, compared to 3.1 (SD 1.2) in the lowest quartile. In multivariable analysis, a 50% decrease in visits to non-essential businesses was associated with a 57% decrease in Rt (95% confidence interval, 56% to 58%). Cumulative temperature effects over 4 to 10 days prior to case incidence were nonlinear; relative Rt decreased as temperatures warmed above 32F to 53F, which was the point of minimum Rt, then increased between 53F and 66F, at which point Rt began to decrease. At 55F, and with a 70% reduction in visits to non-essential business, 96% of counties were estimated to fall below a threshold Rt of 1.0, including 86% of counties among the top density decile and 98% of counties in the lowest density quartile. Conclusions and Relevance: Social distancing, lower population density, and temperate weather change were associated with a decreased SARS-Co-V-2 Rt in counties across the United States. These relationships can inform selective public policy planning in communities during the SARS-CoV-2 pandemic.",100,100
medrxiv,10.1101/2020.05.08.20078386,2020-05-11,http://medrxiv.org/cgi/content/short/2020.05.08.20078386,"Drive-through testing for SARS-CoV-2 in symptomatic health and social care workers and household members: an observational cohort study in Tayside, Scotland",Benjamin Parcell; Kathryn Brechin; Sarah Allstaff; Meg Park; Wendy Third; Susan Bean; Chris Hind; Rajiv Farmer; James D Chalmers,NHS Tayside; NHS Tayside; NHS Tayside; NHS Tayside; NHS Tayside; NHS Tayside; NHS Tayside; NHS Tayside; University of Dundee,"It has been recognised that health and social care workers (HSCW) experience higher rates of infection with SARS-CoV-2. Widespread testing of HSCWs and their symptomatic household contacts (SHCs) has not been fully implemented in the United Kingdom. We describe the results of a testing programme for HSCWs and SHCs in a single UK region (Tayside, Scotland). The testing service was established 17 th March 2020 as the first in the country, and samples were collected at a drive-through testing hub based at a local community hospital. HSCWs with mild symptoms who were self-isolating and the SHCs of HSCWs who would therefore be absent from work attended for testing. From 17 th March 2020 to 11 th April, 1887 HSCWs and SHCs underwent testing. Clinical information was available for 1727 HSCWs and SHCs. 4/155 (2.6%) child contacts, 73/374 (19.5%) adult contacts and 325/1173 (27.7%) HSCWs tested positive for SARS-CoV-2. 15 of 188 undetermined cases were positive (8.0%). We estimate that testing prevented up to 3634 lost work days from HSCW testing, 2795 from adult SHC testing and 1402 lost work days from child SHC testing. The establishment of this testing programme has assisted the infection prevention and control team in their investigation of transmission and supported adequate staffing in health and social care sectors.",95,100
medrxiv,10.1101/2020.05.07.20094557,2020-05-11,http://medrxiv.org/cgi/content/short/2020.05.07.20094557,"Early impact of the COVID-19 pandemic and social distancing measures on routine childhood vaccinations in England, January to April 2020",Helen I McDonald; Elise Tessier; Joanne M White; Matthew Woodruff; Charlotte Knowles; Chris Bates; John Parry; Jemma L Walker; J Anthony Scott; Liam Smeeth; Joanne Yarwood; Mary Ramsay; Michael Edelstein,London School of Medicine and Tropical Medicine; NIHR Health Protection Research Unit (HPRU) in Immunisation; Public Health England; Public Health England; TPP (Leeds) Ltd; TPP (Leeds) Ltd; TPP (Leeds) Ltd; TPP (Leeds) Ltd; London School of Hygiene and Tropical Medicine; Public Health England; NIHR Health Protection Research Unit (HPRU) in Immunisation; London School of Hygiene and Tropical Medicine; NIHR Health Protection Research Unit (HPRU) in Immunisation; London School of Hygiene and Tropical Medicine; NIHR Health Protection Research Unit (HPRU) in Immunisation; Public Health England; Public Health England; NIHR Health Protection Research Unit (HPRU) in Immunisation; Public Health England,"Electronic health records were used to assess the early impact of COVID-19 on routine childhood vaccination in England to 26 April 2020. MMR vaccination counts fell from February 2020, and in the three weeks after introduction of social distancing measures were 19.8% lower (95% CI -20.7 to -18.9%) than the same period in 2019, before improving in mid-April. A gradual decline in hexavalent vaccination counts throughout 2020 was not accentuated on introduction of social distancing.",100,100
medrxiv,10.1101/2020.05.07.20093849,2020-05-11,http://medrxiv.org/cgi/content/short/2020.05.07.20093849,The contribution of asymptomatic SARS-CoV-2 infections to transmission - a model-based analysis of the Diamond Princess outbreak,Jon C Emery; Timothy W Russel; Yang Liu; Joel Hellewell; Carl AB Pearson; - CMMID 2019-nCoV working group; Gwen M Knight; Rosalind M Eggo; Adam J Kucharski; Sebastian Funk; Stefan Flasche; Rein M G J Houben,London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; -; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine,"Background: Some key gaps in the understanding of SARS-CoV-2 infection remain. One of them is the contribution to transmission from individuals experiencing asymptomatic infections. We aimed to characterise the proportion and infectiousness of asymptomatic infections using data from the outbreak on the Diamond Princess cruise ship. Methods: We used a transmission model of COVID-19 with asymptomatic and presymptomatic states calibrated to outbreak data from the Diamond Princess, to quantify the contribution of asymptomatic infections to transmission. Data available included the date of symptom onset for symptomatic disease for passengers and crew, the number of symptom agnostic tests done each day, and date of positive test for asymptomatic and presymptomatic individuals. Findings: On the Diamond Princess 74% (70-78%) of infections proceeded asymptomatically, i.e. a 1:3.8 case-to-infection ratio. Despite the intense testing 53%, (51-56%) of infections remained undetected, most of them asymptomatic. Asymptomatic individuals were the source for 69% (20-85%) of all infections. While the data did not allow identification of the infectiousness of asymptomatic infections, assuming no or low infectiousness resulted in posterior estimates for the net reproduction number of an individual progressing through presymptomatic and symptomatic stages in excess of 15. Interpretation: Asymptomatic SARS-CoV-2 infections may contribute substantially to transmission. This is essential to consider for countries when assessing the potential effectiveness of ongoing control measures to contain COVID-19.",100,100
medrxiv,10.1101/2020.05.10.20083683,2020-05-11,http://medrxiv.org/cgi/content/short/2020.05.10.20083683,Predictions of COVID-19 dynamics in the UK: short-term forecasting and analysis of potential exit strategies,Matt J Keeling; Edward Hill; Erin Gorsich; Bridget Penman; Glen Guyver-Fletcher; Alex Holmes; Trystan Leng; Hector McKimm; Massimiliano Tamborrino; Louise Dyson; Michael Tildesley,University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick; University of Warwick,"Background: Efforts to suppress transmission of SARS-CoV-2 in the UK have seen non-pharmaceutical interventions being invoked. The most severe measures to date include all restaurants, pubs and cafes being ordered to close on 20th March, followed by a ""stay at home"" order on the 23rd March and the closure of all non-essential retail outlets for an indefinite period. Government agencies are presently analysing how best to develop an exit strategy from these measures and to determine how the epidemic may progress once measures are lifted. Mathematical models are currently providing short and long term forecasts regarding the future course of the COVID-19 outbreak in the UK to support evidence-based policymaking. Methods: We present a deterministic, age-structured transmission model that uses real-time data on confirmed cases requiring hospital care and mortality to provide up-to-date predictions on epidemic spread in ten regions of the UK. We simulated a suite of scenarios to assess the impact of differing approaches to relaxing social distancing measures from 7th May 2020, on the estimated number of patients requiring inpatient and critical care treatment, and deaths. With regard to future epidemic outcomes, we investigated the impact of reducing compliance, ongoing shielding of elder age groups, reapplying stringent social distancing measures using region based triggers and the role of asymptomatic transmission. Findings: We find that significant relaxation of social distancing measures on 7th May can lead to a rapid resurgence of COVID-19 disease and the health system being quickly overwhelmed by a sizeable, second epidemic wave. In all considered age-shielding based strategies, we projected serious demand on critical care resources during the course of the pandemic. The reintroduction and release of strict measures on a regional basis, based on ICU bed occupancy, results in a long epidemic tail, until the second half of 2021, but ensures that the health service is protected by reintroducing social distancing measures for all individuals in a region when required. Conclusions: Our work supports the decision to apply stringent non-pharmaceutical measures in March 2020 to suppress the epidemic. We provide strong evidence to support the need for a cautious, measured approach to relaxation of lockdown measures, to protect the most vulnerable members of society and support the health service through subduing demand on hospital beds, in particular bed occupancy in intensive care units.",100,100
medrxiv,10.1101/2020.05.06.20089573,2020-05-10,http://medrxiv.org/cgi/content/short/2020.05.06.20089573,Recurrence of SARS-CoV-2 PCR positivity in COVID-19 patients: a single center experience and potential implications,Jia Huang; Le Zheng; Zhen Li; Shiying Hao; Fangfan Ye; Jun Chen; Xiaoming Yao; Jiayu Liao; Song Wang; Manfei Zeng; Liping Qiu; Fanlan Cen; Yajing Huang; Tengfei Zhu; Zehui Xu; Manhua Ye; Yang Yang; Guowei Wang; Jinxiu Li; Lifei Wang; Jiuxin Qu; Jing Yuan; Wei Zheng; Zheng Zhang; Chunyang Li; John C Whitin; Lu Tian; Henry Chubb; KuoYuan Hwa; Hayley A Gans; Scott R Ceresnak; Wei Zhang; Ying Lu; Yvonne A Maldonado; Harvey J Cohen; Doff B McElhinney; Karl G Sylvester; Qing He; Zhaoqin Wang; Yingxia Liu; Lei Liu; Xuefeng B Ling,The Second Affiliated Hospital of Southern University of Science and Technology; Stanford University School of Medicine; Stanford University School of Medicine; Stanford University School of Medicine; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; West China Hospital of Sichuan University; University of California at Riverside; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; Stanford University School of Medicine; Stanford University School of Medicine; Stanford University School of Medicine; The University of Hong Kong; Stanford University School of Medicine; Stanford University School of Medicine; West China Hospital of Sichuan University; Stanford University School of Medicine; Stanford University School of Medicine; Stanford University School of Medicine; Stanford University School of Medicine; Stanford University School of Medicine; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; The Second Affiliated Hospital of Southern University of Science and Technology; Stanford University School of Medicine,"IMPORTANCE How to appropriately care for patients who become PCR-negative for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still not known. Patients who have recovered from coronavirus disease 2019 (COVID-19) could profoundly impact the health care system if a subset were to be PCR-positive again with reactivated SARS-CoV-2. OBJECTIVE To characterize a single center COVID-19 cohort with and without recurrence of PCR positivity, and develop an algorithm to identify patients at high risk of retest positivity after discharge to inform health care policy and case management decision-making. DESIGN, SETTING, AND PARTICIPANTS A cohort of 414 patients with confirmed SARS-CoV-2 infection, at The Second Affiliated Hospital of Southern University of Science and Technology in Shenzhen, China from January 11 to April 23, 2020. EXPOSURES Polymerase chain reaction (PCR) and IgM-IgG antibody confirmed SARS-CoV-2 infection. MAIN OUTCOMES AND MEASURES Univariable and multivariable statistical analysis of the clinical, laboratory, radiologic image, medical treatment, and clinical course of admission/quarantine/readmission data to develop an algorithm to predict patients at risk of recurrence of PCR positivity. RESULTS 16.7% (95CI: 13.0%-20.3%) patients retest PCR positive 1 to 3 times after discharge, despite being in strict quarantine. The driving factors in the recurrence prediction model included: age, BMI; lowest levels of the blood laboratory tests during hospitalization for cholinesterase, fibrinogen, albumin, prealbumin, calcium, eGFR, creatinine; highest levels of the blood laboratory tests during hospitalization for total bilirubin, lactate dehydrogenase, alkaline phosphatase; the first test results during hospitalization for partial pressure of oxygen, white blood cell and lymphocyte counts, blood procalcitonin; and the first test episodic Ct value and the lowest Ct value of the nasopharyngeal swab RT PCR results. Area under the ROC curve is 0.786. CONCLUSIONS AND RELEVANCE This case series provides clinical characteristics of COVID-19 patients with recurrent PCR positivity, despite strict quarantine, at a 16.7% rate. Use of a recurrence prediction algorithm may identify patients at high risk of PCR retest positivity of SARS-CoV-2 and help modify COVID-19 case management and health policy approaches.",100,100
medrxiv,10.1101/2020.05.05.20092296,2020-05-09,http://medrxiv.org/cgi/content/short/2020.05.05.20092296,Ethnicity and risk of death in patients hospitalised for COVID-19 infection: an observational cohort study in an urban catchment area,Elizabeth Sapey; Suzy Gallier; Chris Mainey; Peter Nightingale; David McNulty; Hannah Crothers; Felicity Evison; Katharine Reeves; Domenico Pagano; Alastair K Denniston; Krishnarajah Nirantharakumar; Peter Diggle; Simon Ball,University of Birmingham; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS FoundationTrust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University Hospitals Birmingham NHS Foundation Trust; University of Birmingham; University of Lancaster; University Hospitals Birmingham NHS Foundation Trust,"Objectives. To determine if specific ethnic groups are at higher risk of mortality from COVID19 infection. Design. Retrospective cohort study Setting. University Hospitals Birmingham NHS Foundation Trust (UHB) in Birmingham, UK Participants. Patients with confirmed SARS CoV 2 infection requiring admission to UHB between 10th March 2020 and 17th April 2020 Exposure. Ethnicity Main outcome measures. Standardised Admission Ratio (SAR) and Standardised Mortality Ratio (SMR) for each ethnicity was calculated using observed sex specific age distributions of COVID19 admissions/deaths and 2011 census data for Birmingham/Solihull. Hazard Ratio (aHR) for mortality was estimated for each ethnic group with white population as reference group, using Cox proportional hazards model adjusting for age, sex, social deprivation and co-morbidities, and propensity score matching. Results. 2217 patients admitted to UHB with a proven diagnosis of COVID19 were included. 58.2% were male, 69.5% White and the majority (80.2%) had co morbidities. 18.5% were of South Asian ethnicity, and these patients were more likely to be younger (median age 61 years vs.77 years), have no co morbidities (27.8% vs. 16.6%) but a higher prevalence of diabetes mellitus (48.0% vs 28.2%) than White patients. SAR and SMR suggested more admissions and deaths in South Asian patients than would be predicted. South Asian patients were also more likely to present with severe disease despite no delay in presentation since symptom onset. South Asian ethnicity was associated with an increased risk of death; both by Cox regression (Hazard Ratio 1.66 (95%CI 1.32 to 2.10)) after adjusting for age, sex, deprivation and comorbidities and by propensity score matching, (Hazard ratio 1.68 (1.33 to 2.13), using the same factors but categorising ethnicity into South Asian or not. Conclusions. Current evidence suggests those of South Asian ethnicity may be at risk of worse COVID19 outcomes, further studies need to establish the underlying mechanistic pathways.",100,100
medrxiv,10.1101/2020.05.06.20092734,2020-05-08,http://medrxiv.org/cgi/content/short/2020.05.06.20092734,The impact of Coronavirus disease 2019 (COVID-19) on health systems and household resources in Africa and South Asia,Nicholas G Davies; Sedona Sweeney; Sergio Torres-Rueda; Fiammetta Bozzani; Nichola Kitson; Edwine Barasa; Simon Procter; Matthew Quaife; - LSHTM Centre for Mathematical Modelling of Infectious Diseases COVID-19 Working Group; Rosalind M Eggo; Anna Vassall; Mark Jit,London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; KEMRI-Wellcome Trust Research Programme; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; -; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine,"Background. Coronavirus disease 2019 (COVID-19) epidemics strain health systems and households. Health systems in Africa and South Asia may be particularly at risk due to potential high prevalence of risk factors for severe disease, large household sizes and limited healthcare capacity. Methods. We investigated the impact of an unmitigated COVID-19 epidemic on health system resources and costs, and household costs, in Karachi, Delhi, Nairobi, Addis Ababa and Johannesburg. We adapted a dynamic model of SARS-CoV-2 transmission and disease to capture country-specific demography and contact patterns. The epidemiological model was then integrated into an economic framework that captured city-specific health systems and household resource use. Findings. The cities severely lack intensive care beds, healthcare workers and financial resources to meet demand during an unmitigated COVID-19 epidemic. A highly mitigated COVID-19 epidemic, under optimistic assumptions, may avoid overwhelming hospital bed capacity in some cities, but not critical care capacity. Interpretation. Viable mitigation strategies encompassing a mix of responses need to be established to expand healthcare capacity, reduce peak demand for healthcare resources, minimise progression to critical care and shield those at greatest risk of severe disease.",100,100
medrxiv,10.1101/2020.05.04.20079301,2020-05-08,http://medrxiv.org/cgi/content/short/2020.05.04.20079301,"COVID-19 and homelessness in England: a modelling study of theCOVID-19 pandemic among people experiencing homelessness, and theimpact of a residential intervention to isolate vulnerable people andcare for people with symptoms",Dan Lewer; Isobel Braithwaite; Miriam Bullock; Max T Eyre; Robert W Aldridge,University College London; University College London; University College London; Lancaster University Medical School; University College London,"Background: There is an ongoing pandemic of the viral respiratory disease COVID-19. People experiencing homelessness are vulnerable to infection and severe disease. Health and housing authorities in England have developed a residential intervention that aims to isolate those vulnerable to severe disease (COVID-PROTECT) and care for people with symptoms (COVID CARE). Methods: We used a discrete-time Markov chain model to forecast COVID-19 infections among people experiencing homelessness, given strong containment measures in the general population and some transmission among 35,817 people living in 1,065 hostels, and 11,748 people sleeping rough (the 'do nothing' scenario). We then estimated demand for beds if those eligible are offered COVID-PROTECT and COVID-CARE. We estimated the reduction in the number of COVID-19 cases, deaths, and hospital admissions that could be achieved by these interventions. We also conducted sensitivity and scenario analyses to identify programme success factors. Results: In a 'do nothing' scenario, we estimate that 34% of the homeless population could get COVID-19 between March and August 2020, with 364 deaths, 4,074 hospital admissions and 572 critical care admissions. In our 'base intervention' scenario, demand for COVID-PROTECT peaks at 9,934 beds, and demand for COVID-CARE peaks at 1,366 beds. The intervention could reduce transmission by removing symptomatic individuals from the community, and preventing vulnerable individuals from being infected. This could lead to a reduction of 164 deaths, 2,624 hospital admissions, and 248 critical care admissions over this period. Sensitivity analyses showed that the number of deaths is sensitive to transmission of COVID-19 in COVID-PROTECT. If COVID-PROTECT capacity is limited, scenario analyses show the benefit of prioritising people who are vulnerable to severe disease. Conclusion: Supportive accommodation can mitigate the impact of the COVID-19 pandemic on the homeless population of England, and reduce the burden on acute hospitals.",100,100
medrxiv,10.1101/2020.05.04.20090597,2020-05-08,http://medrxiv.org/cgi/content/short/2020.05.04.20090597,Segmentation and shielding of the most vulnerable members of the population as elements of an exit strategy from COVID-19 lockdown,Bram A.D. van Bunnik; Alex L.K. Morgan; Paul Bessell; Giles Calder-Gerver; Feifei Zhang; Samuel Haynes; Jordan Ashworth; Shengyuan Zhao; Nicola Rose Cave; Meghan R. Perry; Hannah C. Lepper; Lu Lu; Paul Kellam; Aziz Sheikh; Graham F. Medley; Mark E.J. Woolhouse,"Usher Institute, University of Edinburgh,Edinburgh, UK; School of Biological Sciences, University of Edinburgh, Edinburgh, UK; School of Biological Sciences, University of Edinburgh, Edinburgh, UK; The Roslin Institute, University of Edinburgh, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; School of Biological Sciences, University of Edinburgh, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; School of Biological Sciences, University of Edinburgh, Edinburgh, UK; Clinical Infection Research Group, Regional Infectious Diseases Unit, Western General Hospital, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; Department of Medicine, Division of Infectious Diseases, Imperial College London, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; Centre for Mathematical Modelling of Infectious Disease, London School of Hygiene and Tropical Medicine, London, UK; Usher Institute, University of Edinburgh, Edinburgh, UK; School of Biological Sciences, University of Edinburgh, Edinburgh, UK","In this study we demonstrate that the adoption of a segmenting and shielding (S&S) strategy could increase scope to partially exit COVID-19 lockdown while limiting the risk of an overwhelming second wave of infection. The S&S strategy has an antecedent in the ""cocooning"" of infants by immunisation of close family members (Forsyth et al., 2015), and forms a pillar of infection, prevention and control (IPC) strategies (RCN, 2017). We are unaware of it being proposed as a major public health initiative previously. We illustrate the S&S strategy using a mathematical model that segments the vulnerable population and their closest contacts, the ""shielders"". We explore the effects on the epidemic curve of a gradual ramping up of protection for the vulnerable population and a gradual ramping down of restrictions on the non-vulnerable population over a period of 12 weeks after lockdown. The most important determinants of outcome are: i) post-lockdown transmission rates within the general population segment and between the general and vulnerable segments; ii) the fraction of the population in the vulnerable and shielder segments; iii) adherence with need to be protected; and iv) the extent to which population immunity builds up in all segments. We explored the effects of extending the duration of lockdown and faster or slower transition to post-lockdown conditions and, most importantly, the trade-off between increased protection of the vulnerable segment and fewer restrictions on the general population. We illustrate how the potential for the relaxation of restrictions interacts with specific policy objectives. We show that the range of options for relaxation in the general population can be increased by maintaining restrictions on the shielder segment and by intensive routine screening of shielders. We find that the outcome of any future policy is strongly influenced by the contact matrix between segments and the relationships between physical distancing measures and transmission rates. These relationships are difficult to quantify so close monitoring of the epidemic would be essential during and after the exit from lockdown. More generally, S&S has potential applications for any infectious disease for which there are defined proportions of the population who cannot be treated or who are at risk of severe outcomes.",100,100
