id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
32426117,https://doi.org/10.7189/jogh.10.010348,Novel approaches to estimate compliance with lockdown measures in the COVID-19 pandemic.,"Sheikh A, Sheikh Z, Sheikh A.",,Journal of global health,2020,
32613083,https://doi.org/10.12688/wellcomeopenres.15922.1,"Black, Asian and Minority Ethnic groups in England are at increased risk of death from COVID-19: indirect standardisation of NHS mortality data.","Aldridge RW, Lewer D, Katikireddi SV, Mathur R, Pathak N, Burns R, Fragaszy EB, Johnson AM, Devakumar D, Abubakar I, Hayward A.",,Wellcome open research,2020,"Background: International and UK data suggest that Black, Asian and Minority Ethnic (BAME) groups are at increased risk of infection and death from COVID-19. We aimed to explore the risk of death in minority ethnic groups in England using data reported by NHS England. Methods: We used NHS data on patients with a positive COVID-19 test who died in hospitals in England published on 28th April, with deaths by ethnicity available from 1st March 2020 up to 5pm on 21 April 2020. We undertook indirect standardisation of these data (using the whole population of England as the reference) to produce ethnic specific standardised mortality ratios (SMRs) adjusted for age and geographical region. Results: The largest total number of deaths in minority ethnic groups were Indian (492 deaths) and Black Caribbean (460 deaths) groups. Adjusting for region we found a lower risk of death for White Irish (SMR 0.52; 95%CIs 0.45-0.60) and White British ethnic groups (0.88; 95%CIs 0.86-0.0.89), but increased risk of death for Black African (3.24; 95%CIs 2.90-3.62), Black Caribbean (2.21; 95%CIs 2.02-2.41), Pakistani (3.29; 95%CIs 2.96-3.64), Bangladeshi (2.41; 95%CIs 1.98-2.91) and Indian (1.70; 95%CIs 1.56-1.85) minority ethnic groups. Conclusion: Our analysis adds to the evidence that BAME people are at increased risk of death from COVID-19 even after adjusting for geographical region. We believe there is an urgent need to take action to reduce the risk of death for BAME groups and better understand why some ethnic groups experience greater risk. Actions that are likely to reduce these inequities include ensuring adequate income protection (so that low paid and zero-hours contract workers can afford to follow social distancing recommendations), reducing occupational risks (such as ensuring adequate personal protective equipment), reducing barriers in accessing healthcare and providing culturally and linguistically appropriate public health communications."
32619549,https://doi.org/10.1016/j.cels.2020.05.012,Ultra-High-Throughput Clinical Proteomics Reveals Classifiers of COVID-19 Infection.,"Messner CB, Demichev V, Wendisch D, Michalick L, White M, Freiwald A, Textoris-Taube K, Vernardis SI, Egger AS, Kreidl M, Ludwig D, Kilian C, Agostini F, Zelezniak A, Thibeault C, Pfeiffer M, Hippenstiel S, Hocke A, von Kalle C, Campbell A, Hayward C, Porteous DJ, Marioni RE, Langenberg C, Lilley KS, Kuebler WM, Mülleder M, Drosten C, Suttorp N, Witzenrath M, Kurth F, Sander LE, Ralser M.",,Cell systems,2020,"The COVID-19 pandemic is an unprecedented global challenge, and point-of-care diagnostic classifiers are urgently required. Here, we present a platform for ultra-high-throughput serum and plasma proteomics that builds on ISO13485 standardization to facilitate simple implementation in regulated clinical laboratories. Our low-cost workflow handles up to 180 samples per day, enables high precision quantification, and reduces batch effects for large-scale and longitudinal studies. We use our platform on samples collected from a cohort of early hospitalized cases of the SARS-CoV-2 pandemic and identify 27 potential biomarkers that are differentially expressed depending on the WHO severity grade of COVID-19. They include complement factors, the coagulation system, inflammation modulators, and pro-inflammatory factors upstream and downstream of interleukin 6. All protocols and software for implementing our approach are freely available. In total, this work supports the development of routine proteomic assays to aid clinical decision making and generate hypotheses about potential COVID-19 therapeutic targets."
32046816,https://doi.org/10.2807/1560-7917.es.2020.25.5.2000080,Effectiveness of airport screening at detecting travellers infected with novel coronavirus (2019-nCoV).,"Quilty BJ, Clifford S, Flasche S, Eggo RM, CMMID nCoV working group.",,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,"We evaluated effectiveness of thermal passenger screening for 2019-nCoV infection at airport exit and entry to inform public health decision-making. In our baseline scenario, we estimated that 46% (95% confidence interval: 36 to 58) of infected travellers would not be detected, depending on incubation period, sensitivity of exit and entry screening, and proportion of asymptomatic cases. Airport screening is unlikely to detect a sufficient proportion of 2019-nCoV infected travellers to avoid entry of infected travellers."
32400358,https://doi.org/10.2807/1560-7917.es.2020.25.18.2000632,"Estimating number of cases and spread of coronavirus disease (COVID-19) using critical care admissions, United Kingdom, February to March 2020.","Jit M, Jombart T, Nightingale ES, Endo A, Abbott S, Lshtm Centre For Mathematical Modelling Of Infectious Diseases Covid-Working Group, Edmunds WJ.",,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,"An exponential growth model was fitted to critical care admissions from two surveillance databases to determine likely coronavirus disease (COVID-19) case numbers, critical care admissions and epidemic growth in the United Kingdom before the national lockdown. We estimate, on 23 March, a median of 114,000 (95% credible interval (CrI): 78,000-173,000) new cases and 258 (95% CrI: 220-319) new critical care reports, with 527,000 (95% CrI: 362,000-797,000) cumulative cases since 16 February."
32518842,https://doi.org/10.12688/wellcomeopenres.15786.1,Inferring the number of COVID-19 cases from recently reported deaths.,"Jombart T, van Zandvoort K, Russell TW, Jarvis CI, Gimma A, Abbott S, Clifford S, Funk S, Gibbs H, Liu Y, Pearson CAB, Bosse NI, Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group, Eggo RM, Kucharski AJ, Edmunds WJ.",,Wellcome open research,2020,"We estimate the number of COVID-19 cases from newly reported deaths in a population without previous reports. Our results suggest that by the time a single death occurs, hundreds to thousands of cases are likely to be present in that population. This suggests containment via contact tracing will be challenging at this point, and other response strategies should be considered. Our approach is implemented in a publicly available, user-friendly, online tool."
32234121,https://doi.org/10.2807/1560-7917.es.2020.25.12.2000256,"Estimating the infection and case fatality ratio for coronavirus disease (COVID-19) using age-adjusted data from the outbreak on the Diamond Princess cruise ship, February 2020.","Russell TW, Hellewell J, Jarvis CI, van Zandvoort K, Abbott S, Ratnayake R, Cmmid Covid-Working Group, Flasche S, Eggo RM, Edmunds WJ, Kucharski AJ.",,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,"Adjusting for delay from confirmation to death, we estimated case and infection fatality ratios (CFR, IFR) for coronavirus disease (COVID-19) on the Diamond Princess ship as 2.6% (95% confidence interval (CI): 0.89-6.7) and 1.3% (95% CI: 0.38-3.6), respectively. Comparing deaths on board with expected deaths based on naive CFR estimates from China, we estimated CFR and IFR in China to be 1.2% (95% CI: 0.3-2.7) and 0.6% (95% CI: 0.2-1.3), respectively."
32355555,https://doi.org/10.7189/jogh.10.010104,COVID-19 must catalyse key global natural experiments.,"Been JV, Sheikh A.",,Journal of global health,2020,
32485082,https://doi.org/10.1002/ejhf.1924,Angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers are not associated with severe COVID-19 infection in a multi-site UK acute hospital trust.,"Bean DM, Kraljevic Z, Searle T, Bendayan R, Kevin O, Pickles A, Folarin A, Roguski L, Noor K, Shek A, Zakeri R, Shah AM, Teo JTH, Dobson RJB.",,European journal of heart failure,2020,"AIMS:The SARS-CoV-2 virus binds to the angiotensin-converting enzyme 2 (ACE2) receptor for cell entry. It has been suggested that angiotensin-converting enzyme inhibitors (ACEi) and angiotensin II receptor blockers (ARB), which are commonly used in patients with hypertension or diabetes and may raise tissue ACE2 levels, could increase the risk of severe COVID-19 infection. METHODS AND RESULTS:We evaluated this hypothesis in a consecutive cohort of 1200 acute inpatients with COVID-19 at two hospitals with a multi-ethnic catchment population in London (UK). The mean age was 68 ± 17 years (57% male) and 74% of patients had at least one comorbidity. Overall, 415 patients (34.6%) reached the primary endpoint of death or transfer to a critical care unit for organ support within 21 days of symptom onset. A total of 399 patients (33.3%) were taking ACEi or ARB. Patients on ACEi/ARB were significantly older and had more comorbidities. The odds ratio for the primary endpoint in patients on ACEi and ARB, after adjustment for age, sex and co-morbidities, was 0.63 (95% confidence interval 0.47-0.84, P < 0.01). CONCLUSIONS:There was no evidence for increased severity of COVID-19 in hospitalised patients on chronic treatment with ACEi or ARB. A trend towards a beneficial effect of ACEi/ARB requires further evaluation in larger meta-analyses and randomised clinical trials."
32401709,https://doi.org/10.1016/s2468-2667(20)30112-2,COVID-19: a public health approach to manage domestic violence is needed.,"Chandan JS, Taylor J, Bradbury-Jones C, Nirantharakumar K, Kane E, Bandyopadhyay S.",,The Lancet. Public health,2020,
32413819,https://doi.org/10.1016/j.dsx.2020.04.050,Vitamin D concentrations and COVID-19 infection in UK Biobank.,"Hastie CE, Mackay DF, Ho F, Celis-Morales CA, Katikireddi SV, Niedzwiedz CL, Jani BD, Welsh P, Mair FS, Gray SR, O'Donnell CA, Gill JM, Sattar N, Pell JP.",,Diabetes & metabolic syndrome,2020,"BACKGROUND AND AIMS:COVID-19 and low levels of vitamin D appear to disproportionately affect black and minority ethnic individuals. We aimed to establish whether blood 25-hydroxyvitamin D (25(OH)D) concentration was associated with COVID-19 risk, and whether it explained the higher incidence of COVID-19 in black and South Asian people. METHODS:UK Biobank recruited 502,624 participants aged 37-73 years between 2006 and 2010. Baseline exposure data, including 25(OH)D concentration and ethnicity, were linked to COVID-19 test results. Univariable and multivariable logistic regression analyses were performed for the association between 25(OH)D and confirmed COVID-19, and the association between ethnicity and both 25(OH)D and COVID-19. RESULTS:Complete data were available for 348,598 UK Biobank participants. Of these, 449 had confirmed COVID-19 infection. Vitamin D was associated with COVID-19 infection univariably (OR = 0.99; 95% CI 0.99-0.999; p = 0.013), but not after adjustment for confounders (OR = 1.00; 95% CI = 0.998-1.01; p = 0.208). Ethnicity was associated with COVID-19 infection univariably (blacks versus whites OR = 5.32, 95% CI = 3.68-7.70, p-value<0.001; South Asians versus whites OR = 2.65, 95% CI = 1.65-4.25, p-value<0.001). Adjustment for 25(OH)D concentration made little difference to the magnitude of the association. CONCLUSIONS:Our findings do not support a potential link between vitamin D concentrations and risk of COVID-19 infection, nor that vitamin D concentration may explain ethnic differences in COVID-19 infection."
