id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
29457906,https://doi.org/10.1021/acs.jproteome.7b00879,Optimized Phenotypic Biomarker Discovery and Confounder Elimination via Covariate-Adjusted Projection to Latent Structures from Metabolic Spectroscopy Data.,"Posma JM, Garcia-Perez I, Ebbels TMD, Lindon JC, Stamler J, Elliott P, Holmes E, Nicholson JK.",,Journal of proteome research,2018,"Metabolism is altered by genetics, diet, disease status, environment, and many other factors. Modeling either one of these is often done without considering the effects of the other covariates. Attributing differences in metabolic profile to one of these factors needs to be done while controlling for the metabolic influence of the rest. We describe here a data analysis framework and novel confounder-adjustment algorithm for multivariate analysis of metabolic profiling data. Using simulated data, we show that similar numbers of true associations and significantly less false positives are found compared to other commonly used methods. Covariate-adjusted projections to latent structures (CA-PLS) are exemplified here using a large-scale metabolic phenotyping study of two Chinese populations at different risks for cardiovascular disease. Using CA-PLS, we find that some previously reported differences are actually associated with external factors and discover a number of previously unreported biomarkers linked to different metabolic pathways. CA-PLS can be applied to any multivariate data where confounding may be an issue and the confounder-adjustment procedure is translatable to other multivariate regression techniques."
32400358,https://doi.org/10.2807/1560-7917.es.2020.25.18.2000632,"Estimating number of cases and spread of coronavirus disease (COVID-19) using critical care admissions, United Kingdom, February to March 2020.","Jit M, Jombart T, Nightingale ES, Endo A, Abbott S, Lshtm Centre For Mathematical Modelling Of Infectious Diseases Covid-Working Group, Edmunds WJ.",,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,"An exponential growth model was fitted to critical care admissions from two surveillance databases to determine likely coronavirus disease (COVID-19) case numbers, critical care admissions and epidemic growth in the United Kingdom before the national lockdown. We estimate, on 23 March, a median of 114,000 (95% credible interval (CrI): 78,000-173,000) new cases and 258 (95% CrI: 220-319) new critical care reports, with 527,000 (95% CrI: 362,000-797,000) cumulative cases since 16 February."
30181555,https://doi.org/10.1038/s41398-018-0236-1,"Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.","Strawbridge RJ, Ward J, Lyall LM, Tunbridge EM, Cullen B, Graham N, Ferguson A, Johnston KJA, Lyall DM, Mackay D, Cavanagh J, Howard DM, Adams MJ, Deary I, Escott-Price V, O'Donovan M, McIntosh AM, Bailey MES, Pell JP, Harrison PJ, Smith DJ.",,Translational psychiatry,2018,"Risk-taking behaviour is an important component of several psychiatric disorders, including attention-deficit hyperactivity disorder, schizophrenia and bipolar disorder. Previously, two genetic loci have been associated with self-reported risk taking and significant genetic overlap with psychiatric disorders was identified within a subsample of UK Biobank. Using the white British participants of the full UK Biobank cohort (n = 83,677 risk takers versus 244,662 controls) for our primary analysis, we conducted a genome-wide association study of self-reported risk-taking behaviour. In secondary analyses, we assessed sex-specific effects, trans-ethnic heterogeneity and genetic overlap with psychiatric traits. We also investigated the impact of risk-taking-associated SNPs on both gene expression and structural brain imaging. We identified 10 independent loci for risk-taking behaviour, of which eight were novel and two replicated previous findings. In addition, we found two further sex-specific risk-taking loci. There were strong positive genetic correlations between risk-taking and attention-deficit hyperactivity disorder, bipolar disorder and schizophrenia. Index genetic variants demonstrated effects generally consistent with the discovery analysis in individuals of non-British White, South Asian, African-Caribbean or mixed ethnicity. Polygenic risk scores comprising alleles associated with increased risk taking were associated with lower white matter integrity. Genotype-specific expression pattern analyses highlighted DPYSL5, CGREF1 and C15orf59 as plausible candidate genes. Overall, our findings substantially advance our understanding of the biology of risk-taking behaviour, including the possibility of sex-specific contributions, and reveal consistency across ethnicities. We further highlight several putative novel candidate genes, which may mediate these genetic effects."
32401709,https://doi.org/10.1016/s2468-2667(20)30112-2,COVID-19: a public health approach to manage domestic violence is needed.,"Chandan JS, Taylor J, Bradbury-Jones C, Nirantharakumar K, Kane E, Bandyopadhyay S.",,The Lancet. Public health,2020,
31612961,https://doi.org/10.1093/nar/gkz895,GWAS Central: a comprehensive resource for the discovery and comparison of genotype and phenotype data from genome-wide association studies.,"Beck T, Shorter T, Brookes AJ.",,Nucleic Acids Research,2020,"The GWAS Central resource provides a toolkit for integrative access and visualization of a uniquely extensive collection of genome-wide association study data, while ensuring safe open access to prevent research participant identification. GWAS Central is the world's most comprehensive openly accessible repository of summary-level GWAS association information, providing over 70 million P-values for over 3800 studies investigating over 1400 unique phenotypes. The database content comprises direct submissions received from GWAS authors and consortia, in addition to actively gathered data sets from various public sources. GWAS data are discoverable from the perspective of genetic markers, genes, genome regions or phenotypes, via graphical visualizations and detailed downloadable data reports. Tested genetic markers and relevant genomic features can be visually interrogated across up to sixteen multiple association data sets in a single view using the integrated genome browser. The semantic standardization of phenotype descriptions with Medical Subject Headings and the Human Phenotype Ontology allows the precise identification of genetic variants associated with diseases, phenotypes and traits of interest. Harmonization of the phenotype descriptions used across several GWAS-related resources has extended the phenotype search capabilities to enable cross-database study discovery using a range of ontologies. GWAS Central is updated regularly and available at https://www.gwascentral.org."
31747863,https://doi.org/10.1161/jaha.119.012551,"UVA and Seasonal Patterning of 56 370 Myocardial Infarctions Across Scotland, 2000-2011.","Mackay DF, Clemens TL, Hastie CE, Cherrie MPC, Dibben C, Pell JP.",,Journal of the American Heart Association,2019,"Background Myocardial infarction exhibits seasonal patterning, with higher amplitude at increased latitude. Epidemiological evidence suggests that sunlight is protective against cardiovascular disease, independent of ambient temperature, but ultraviolet B-mediated vitamin D production has been discounted as causal. We aimed to determine whether ultraviolet A is associated with the seasonal patterning of myocardial infarction. Methods and Results Routine hospitalization data were used to determine monthly incidence of myocardial infarction in Scotland between 2000 and 2011. Small-area-level aggregated data were obtained on ambient temperature from the Meteorological Office and ultraviolet A and ultraviolet B irradiance from NASA satellites. Autoregressive distributed lag models were run for ultraviolet A and myocardial infarction, including adjustment for ambient temperature and ultraviolet B. Monthly incidence of myocardial infarction displayed winter peaks and summer troughs superimposed on the underlying trend, with a mean amplitude of 0.31 (95% CI: 0.21, 0.41) myocardial infarctions per 100 000 population per month. Ultraviolet A exposure was inversely associated with myocardial infarction independent of ambient temperature (coefficient, -0.05; 95% CI, -0.09, -0.01; P=0.015) and ultraviolet B UVB (coefficient, -0.05; 95% CI, -0.09, -0.02; P=0.004). Conclusions Further research is required to explore whether an ultraviolet-mediated mechanism different to vitamin D, such as nitric oxide-mediated vasodilatation, may play a causal role in the seasonal and geographical patterning of myocardial infarction."
32371477,https://doi.org/10.1126/science.abc0473,Rapid implementation of mobile technology for real-time epidemiology of COVID-19.,"Drew DA, Nguyen LH, Steves CJ, Menni C, Freydin M, Varsavsky T, Sudre CH, Cardoso MJ, Ourselin S, Wolf J, Spector TD, Chan AT, COPE Consortium.",,"Science (New York, N.Y.)",2020,"The rapid pace of the coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) presents challenges to the robust collection of population-scale data to address this global health crisis. We established the COronavirus Pandemic Epidemiology (COPE) Consortium to unite scientists with expertise in big data research and epidemiology to develop the COVID Symptom Study, previously known as the COVID Symptom Tracker, mobile application. This application-which offers data on risk factors, predictive symptoms, clinical outcomes, and geographical hotspots-was launched in the United Kingdom on 24 March 2020 and the United States on 29 March 2020 and has garnered more than 2.8 million users as of 2 May 2020. Our initiative offers a proof of concept for the repurposing of existing approaches to enable rapidly scalable epidemiologic data collection and analysis, which is critical for a data-driven response to this public health challenge."
30474191,https://doi.org/10.1111/dme.13870,Utility of HbA1c assessment in people with diabetes awaiting liver transplantation.,"Bhattacharjee D, Vracar S, Round RA, Nightingale PG, Williams JA, Gkoutos GV, Stratton IM, Parker R, Luzio SD, Webber J, Manley SE, Roberts GA, Ghosh S.",,Diabetic medicine : a journal of the British Diabetic Association,2019,"AIMS:To investigate the relationship between HbA1c and glucose in people with co-existing liver disease and diabetes awaiting transplant, and in those with diabetes but no liver disease. METHODS:HbA1c and random plasma glucose data were collected for 125 people with diabetes without liver disease and for 29 people awaiting liver transplant with diabetes and cirrhosis. Cirrhosis was caused by non-alcoholic fatty liver disease, hepatitis C, alcoholic liver disease, hereditary haemochromatosis, polycystic liver/kidneys, cryptogenic/non-cirrhotic portal hypertension and α-1-antitrypsin-related disease. RESULTS:The median (interquartile range) age of the diabetes with cirrhosis group was 55 (49-63) years compared to 60 (50-71) years (P=0.13) in the group without cirrhosis. In the diabetes with cirrhosis group there were 21 men (72%) compared with 86 men (69%) in the group with diabetes and no cirrhosis (P=0.82). Of the group with diabetes and cirrhosis, 27 people (93%) were of white European ethnicity, two (7%) were South Asian and none was of Afro-Caribbean/other ethnicity compared with 94 (75%), 16 (13%), 10 (8%)/5 (4%), respectively, in the group with diabetes and no cirrhosis (P=0.20). Median (interquartile range) HbA1c was 41 (32-56) mmol/mol [5.9 (5.1-7.3)%] vs 61 (52-70) mmol/mol [7.7 (6.9-8.6)%] (P<0.001), respectively, in the diabetes with cirrhosis group vs the diabetes without cirrhosis group. The glucose concentrations were 8.4 (7.0-11.2) mmol/l vs 7.3 (5.2-11.5) mmol/l (P=0.17). HbA1c was depressed by 20 mmol/mol (1.8%; P<0.001) in 28 participants with cirrhosis but elevated by 28 mmol/mol (2.6%) in the participant with α-1-antitrypsin disorder. Those with cirrhosis and depressed HbA1c had fewer larger erythrocytes, and higher red cell distribution width and reticulocyte count. This was reflected in the positive association of glucose with mean cell volume (r=0.39) and haemoglobin level (r=0.49) and the negative association for HbA1c (r=-0.28 and r=-0.26, respectively) in the diabetes group with cirrhosis. CONCLUSION:HbA1c is not an appropriate test for blood glucose in people with cirrhosis and diabetes awaiting transplant as it reflects altered erythrocyte presentation."
32075790,https://doi.org/10.1136/bmj.m331,Associations between macrolide antibiotics prescribing during pregnancy and adverse child outcomes in the UK: population based cohort study.,"Fan H, Gilbert R, O'Callaghan F, Li L.",,BMJ (Clinical research ed.),2020,"OBJECTIVE:To assess the association between macrolide antibiotics prescribing during pregnancy and major malformations, cerebral palsy, epilepsy, attention deficit hyperactivity disorder, and autism spectrum disorder in children. DESIGN:Population based cohort study. SETTING:The UK Clinical Practice Research Datalink. PARTICIPANTS:The study cohort included 104 605 children born from 1990 to 2016 whose mothers were prescribed one macrolide monotherapy (erythromycin, clarithromycin, or azithromycin) or one penicillin monotherapy from the fourth gestational week to delivery. Two negative control cohorts consisted of 82 314 children whose mothers were prescribed macrolides or penicillins before conception, and 53 735 children who were siblings of the children in the study cohort. MAIN OUTCOME MEASURES:Risks of any major malformations and system specific major malformations (nervous, cardiovascular, gastrointestinal, genital, and urinary) after macrolide or penicillin prescribing during the first trimester (four to 13 gestational weeks), second to third trimester (14 gestational weeks to birth), or any trimester of pregnancy. Additionally, risks of cerebral palsy, epilepsy, attention deficit hyperactivity disorder, and autism spectrum disorder. RESULTS:Major malformations were recorded in 186 of 8632 children (21.55 per 1000) whose mothers were prescribed macrolides and 1666 of 95 973 children (17.36 per 1000) whose mothers were prescribed penicillins during pregnancy. Macrolide prescribing during the first trimester was associated with an increased risk of any major malformation compared with penicillin (27.65 v 17.65 per 1000, adjusted risk ratio 1.55, 95% confidence interval 1.19 to 2.03) and specifically cardiovascular malformations (10.60 v 6.61 per 1000, 1.62, 1.05 to 2.51). Macrolide prescribing in any trimester was associated with an increased risk of genital malformations (4.75 v 3.07 per 1000, 1.58, 1.14 to 2.19, mainly hypospadias). Erythromycin in the first trimester was associated with an increased risk of any major malformation (27.39 v 17.65 per 1000, 1.50, 1.13 to 1.99). No statistically significant associations were found for other system specific malformations or for neurodevelopmental disorders. Findings were robust to sensitivity analyses. CONCLUSIONS:Prescribing macrolide antibiotics during the first trimester of pregnancy was associated with an increased risk of any major malformation and specifically cardiovascular malformations compared with penicillin antibiotics. Macrolide prescribing in any trimester was associated with an increased risk of genital malformations. These findings show that macrolides should be used with caution during pregnancy and if feasible alternative antibiotics should be prescribed until further research is available. TRIAL REGISTRATION:ClinicalTrials.gov NCT03948620."
30745170,https://doi.org/10.1016/j.ebiom.2019.02.005,"Identification of novel genome-wide associations for suicidality in UK Biobank, genetic correlation with psychiatric disorders and polygenic association with completed suicide.","Strawbridge RJ, Ward J, Ferguson A, Graham N, Shaw RJ, Cullen B, Pearsall R, Lyall LM, Johnston KJA, Niedzwiedz CL, Pell JP, Mackay D, Martin JL, Lyall DM, Bailey MES, Smith DJ.",,EBioMedicine,2019,"BACKGROUND:Suicide is a major issue for global public health. Suicidality describes a broad spectrum of thoughts and behaviours, some of which are common in the general population. Although suicide results from a complex interaction of multiple social and psychological factors, predisposition to suicidality is at least partly genetic. METHODS:Ordinal genome-wide association study of suicidality in the UK Biobank cohort comparing: 'no suicidality' controls (N = 83,557); 'thoughts that life was not worth living' (N = 21,063); 'ever contemplated self-harm' (N = 13,038); 'act of deliberate self-harm in the past' (N = 2498); and 'previous suicide attempt' (N = 2666). OUTCOMES:We identified three novel genome-wide significant loci for suicidality (on chromosomes nine, 11 and 13) and moderate-to-strong genetic correlations between suicidality and a range of psychiatric disorders, most notably depression (rg 0·81). INTERPRETATION:These findings provide new information about genetic variants relating to increased risk of suicidal thoughts and behaviours. Future work should assess the extent to which polygenic risk scores for suicidality, in combination with non-genetic risk factors, may be useful for stratified approaches to suicide prevention at a population level. FUND: UKRI Innovation-HDR-UK Fellowship (MR/S003061/1). MRC Mental Health Data Pathfinder Award (MC_PC_17217). MRC Doctoral Training Programme Studentship at the University of Glasgow (MR/K501335/1). MRC Doctoral Training Programme Studentship at the Universities of Glasgow and Edinburgh. UKRI Innovation Fellowship (MR/R024774/1)."
30742608,https://doi.org/10.1371/journal.pcbi.1006785,"Assessing the performance of real-time epidemic forecasts: A case study of Ebola in the Western Area region of Sierra Leone, 2014-15.","Funk S, Camacho A, Kucharski AJ, Lowe R, Eggo RM, Edmunds WJ.",,PLoS computational biology,2019,"Real-time forecasts based on mathematical models can inform critical decision-making during infectious disease outbreaks. Yet, epidemic forecasts are rarely evaluated during or after the event, and there is little guidance on the best metrics for assessment. Here, we propose an evaluation approach that disentangles different components of forecasting ability using metrics that separately assess the calibration, sharpness and bias of forecasts. This makes it possible to assess not just how close a forecast was to reality but also how well uncertainty has been quantified. We used this approach to analyse the performance of weekly forecasts we generated in real time for Western Area, Sierra Leone, during the 2013-16 Ebola epidemic in West Africa. We investigated a range of forecast model variants based on the model fits generated at the time with a semi-mechanistic model, and found that good probabilistic calibration was achievable at short time horizons of one or two weeks ahead but model predictions were increasingly unreliable at longer forecasting horizons. This suggests that forecasts may have been of good enough quality to inform decision making based on predictions a few weeks ahead of time but not longer, reflecting the high level of uncertainty in the processes driving the trajectory of the epidemic. Comparing forecasts based on the semi-mechanistic model to simpler null models showed that the best semi-mechanistic model variant performed better than the null models with respect to probabilistic calibration, and that this would have been identified from the earliest stages of the outbreak. As forecasts become a routine part of the toolkit in public health, standards for evaluation of performance will be important for assessing quality and improving credibility of mathematical models, and for elucidating difficulties and trade-offs when aiming to make the most useful and reliable forecasts."
32413819,https://doi.org/10.1016/j.dsx.2020.04.050,Vitamin D concentrations and COVID-19 infection in UK Biobank.,"Hastie CE, Mackay DF, Ho F, Celis-Morales CA, Katikireddi SV, Niedzwiedz CL, Jani BD, Welsh P, Mair FS, Gray SR, O'Donnell CA, Gill JM, Sattar N, Pell JP.",,Diabetes & metabolic syndrome,2020,"BACKGROUND AND AIMS:COVID-19 and low levels of vitamin D appear to disproportionately affect black and minority ethnic individuals. We aimed to establish whether blood 25-hydroxyvitamin D (25(OH)D) concentration was associated with COVID-19 risk, and whether it explained the higher incidence of COVID-19 in black and South Asian people. METHODS:UK Biobank recruited 502,624 participants aged 37-73 years between 2006 and 2010. Baseline exposure data, including 25(OH)D concentration and ethnicity, were linked to COVID-19 test results. Univariable and multivariable logistic regression analyses were performed for the association between 25(OH)D and confirmed COVID-19, and the association between ethnicity and both 25(OH)D and COVID-19. RESULTS:Complete data were available for 348,598 UK Biobank participants. Of these, 449 had confirmed COVID-19 infection. Vitamin D was associated with COVID-19 infection univariably (OR = 0.99; 95% CI 0.99-0.999; p = 0.013), but not after adjustment for confounders (OR = 1.00; 95% CI = 0.998-1.01; p = 0.208). Ethnicity was associated with COVID-19 infection univariably (blacks versus whites OR = 5.32, 95% CI = 3.68-7.70, p-value<0.001; South Asians versus whites OR = 2.65, 95% CI = 1.65-4.25, p-value<0.001). Adjustment for 25(OH)D concentration made little difference to the magnitude of the association. CONCLUSIONS:Our findings do not support a potential link between vitamin D concentrations and risk of COVID-19 infection, nor that vitamin D concentration may explain ethnic differences in COVID-19 infection."
31242963,https://doi.org/10.1016/j.vaccine.2019.06.019,An online decision tree for vaccine efficacy trial design during infectious disease epidemics: The InterVax-Tool.,"Bellan SE, Eggo RM, Gsell PS, Kucharski AJ, Dean NE, Donohue R, Zook M, Edmunds WJ, Odhiambo F, Longini IM, Brisson M, Mahon BE, Henao-Restrepo AM.",,Vaccine,2019,"BACKGROUND:Licensed vaccines are urgently needed for emerging infectious diseases, but the nature of these epidemics causes challenges for the design of phase III trials to evaluate vaccine efficacy. Designing and executing rigorous, fast, and ethical, vaccine efficacy trials is difficult, and the decisions and limitations in the design of these trials encompass epidemiological, logistical, regulatory, statistical, and ethical dimensions. RESULTS:Trial design decisions are complex and interrelated, but current guidance documents do not lend themselves to efficient decision-making. We created InterVax-Tool (http://vaxeval.com), an online, interactive decision-support tool, to help diverse stakeholders navigate the decisions in the design of phase III vaccine trials. InterVax-Tool offers high-level visual and interactive assistance through a set of four decision trees, guiding users through selection of the: (1) Primary Endpoint, (2) Target Population, (3) Randomization Scheme, and, (4) Comparator. We provide guidance on how key considerations - grouped as Epidemiological, Vaccine-related, Infrastructural, or Sociocultural - inform each decision in the trial design process. CONCLUSIONS:InterVax-Tool facilitates structured, transparent, and collaborative discussion of trial design, while recording the decision-making process. Users can save and share their decisions, which is useful both for comparing proposed trial designs, and for justifying particular design choices. Here, we describe the goals and features of InterVax-Tool as well as its application to the design of a Zika vaccine efficacy trial."
PMC7292602,https://doi.org/10.1016/s2589-7500(20)30134-5,The effects of physical distancing on population mobility during the COVID-19 pandemic in the UK.,"Drake TM, Docherty AB, Weiser TG, Yule S, Sheikh A, Harrison EM.",,The Lancet. Digital Health,,
32127008,https://doi.org/10.1186/s13059-020-01969-6,Accurate targeted long-read DNA methylation and hydroxymethylation sequencing with TAPS.,"Liu Y, Cheng J, Siejka-Zielińska P, Weldon C, Roberts H, Lopopolo M, Magri A, D'Arienzo V, Harris JM, McKeating JA, Song CX.",,Genome biology,2020,"We present long-read Tet-assisted pyridine borane sequencing (lrTAPS) for targeted base-resolution sequencing of DNA methylation and hydroxymethylation in regions up to 10 kb from nanogram-level input. Compatible with both Oxford Nanopore and PacBio Single-Molecule Real-Time (SMRT) sequencing, lrTAPS detects methylation with accuracy comparable to short-read Illumina sequencing but with long-range epigenetic phasing. We applied lrTAPS to sequence difficult-to-map regions in mouse embryonic stem cells and to identify distinct methylation events in the integrated hepatitis B virus genome."
31089183,https://doi.org/10.1038/s41598-019-43861-9,Genetic variation in CADM2 as a link between psychological traits and obesity.,"Morris J, Bailey MES, Baldassarre D, Cullen B, de Faire U, Ferguson A, Gigante B, Giral P, Goel A, Graham N, Hamsten A, Humphries SE, Johnston KJA, Lyall DM, Lyall LM, Sennblad B, Silveira A, Smit AJ, Tremoli E, Veglia F, Ward J, Watkins H, Smith DJ, Strawbridge RJ.",,Scientific reports,2019,"CADM2 has been associated with a range of behavioural and metabolic traits, including physical activity, risk-taking, educational attainment, alcohol and cannabis use and obesity. Here, we set out to determine whether CADM2 contributes to mechanisms shared between mental and physical health disorders. We assessed genetic variants in the CADM2 locus for association with phenotypes in the UK Biobank, IMPROVE, PROCARDIS and SCARFSHEEP studies, before performing meta-analyses. A wide range of metabolic phenotypes were meta-analysed. Psychological phenotypes analysed in UK Biobank only were major depressive disorder, generalised anxiety disorder, bipolar disorder, neuroticism, mood instability and risk-taking behaviour. In UK Biobank, four, 88 and 172 genetic variants were significantly (p < 1 × 10-5) associated with neuroticism, mood instability and risk-taking respectively. In meta-analyses of 4 cohorts, we identified 362, 63 and 11 genetic variants significantly (p < 1 × 10-5) associated with BMI, SBP and CRP respectively. Genetic effects on BMI, CRP and risk-taking were all positively correlated, and were consistently inversely correlated with genetic effects on SBP, mood instability and neuroticism. Conditional analyses suggested an overlap in the signals for physical and psychological traits. Many significant variants had genotype-specific effects on CADM2 expression levels in adult brain and adipose tissues. CADM2 variants influence a wide range of both psychological and metabolic traits, suggesting common biological mechanisms across phenotypes via regulation of CADM2 expression levels in adipose tissue. Functional studies of CADM2 are required to fully understand mechanisms connecting mental and physical health conditions."
30120083,https://doi.org/10.1016/j.ebiom.2018.08.004,"Genome-Wide Association Study of Circadian Rhythmicity in 71,500 UK Biobank Participants and Polygenic Association with Mood Instability.","Ferguson A, Lyall LM, Ward J, Strawbridge RJ, Cullen B, Graham N, Niedzwiedz CL, Johnston KJA, MacKay D, Biello SM, Pell JP, Cavanagh J, McIntosh AM, Doherty A, Bailey MES, Lyall DM, Wyse CA, Smith DJ.",,EBioMedicine,2018,"BACKGROUND:Circadian rhythms are fundamental to health and are particularly important for mental wellbeing. Disrupted rhythms of rest and activity are recognised as risk factors for major depressive disorder and bipolar disorder. METHODS:We conducted a genome-wide association study (GWAS) of low relative amplitude (RA), an objective measure of rest-activity cycles derived from the accelerometer data of 71,500 UK Biobank participants. Polygenic risk scores (PRS) for low RA were used to investigate potential associations with psychiatric phenotypes. OUTCOMES:Two independent genetic loci were associated with low RA, within genomic regions for Neurofascin (NFASC) and Solute Carrier Family 25 Member 17 (SLC25A17). A secondary GWAS of RA as a continuous measure identified a locus within Meis Homeobox 1 (MEIS1). There were no significant genetic correlations between low RA and any of the psychiatric phenotypes assessed. However, PRS for low RA was significantly associated with mood instability across multiple PRS thresholds (at PRS threshold 0·05: OR = 1·02, 95% CI = 1·01-1·02, p = 9·6 × 10-5), and with major depressive disorder (at PRS threshold 0·1: OR = 1·03, 95% CI = 1·01-1·05, p = 0·025) and neuroticism (at PRS threshold 0·5: Beta = 0·02, 95% CI = 0·007-0·04, p = 0·021). INTERPRETATION:Overall, our findings contribute new knowledge on the complex genetic architecture of circadian rhythmicity and suggest a putative biological link between disrupted circadian function and mood disorder phenotypes, particularly mood instability, but also major depressive disorder and neuroticism. FUNDING:Medical Research Council (MR/K501335/1)."
29925668,https://doi.org/10.1136/jech-2017-210370,Emergency hospital admissions associated with a non-randomised housing intervention meeting national housing quality standards: a longitudinal data linkage study.,"Rodgers SE, Bailey R, Johnson R, Berridge D, Poortinga W, Lannon S, Smith R, Lyons RA.",,Journal of epidemiology and community health,2018,"BACKGROUND:We investigated tenant healthcare utilisation associated with upgrading 8558 council houses to a national quality standard. Homes received multiple internal and external improvements and were analysed using repeated measures of healthcare utilisation. METHODS:The primary outcome was emergency hospital admissions for cardiorespiratory conditions and injuries for residents aged 60 years and over. Secondary outcomes included each of the separate conditions, for tenants aged 60 and over, and for all ages. Council home address and intervention records for eight housing cointerventions were anonymously linked to demographic data, hospital admissions and deaths for individuals in a dynamic cohort. Counts of health events were analysed using multilevel regression models to investigate associations between receipt of each housing improvement, adjusting for potential confounding factors and regional trends. RESULTS:Residents aged 60 years and over living in homes when improvements were made were associated with up to 39% fewer admissions compared with those living in homes that were not upgraded (incidence rate ratio=0.61, 95% CI 0.53 to 0.72). Reduced admissions were associated with electrical systems, windows and doors, wall insulation, and garden paths. There were small non-significant reductions for the primary outcome associated with upgrading heating, adequate loft insulation, new kitchens and new bathrooms. CONCLUSION:Results suggest that hospital admissions can be avoided through improving whole home quality standards. This is the first large-scale longitudinal evaluation of a whole home intervention that has evaluated multiple improvement elements using individual-level objective routine health data."
31960476,https://doi.org/10.1111/ppe.12627,Phenotyping congenital anomalies in administrative hospital records.,"Zylbersztejn A, Verfürden M, Hardelid P, Gilbert R, Wijlaars L.",,Paediatric and perinatal epidemiology,2020,"BACKGROUND:Congenital anomalies are a major cause of co-morbidity in children. Diagnostic code lists are increasingly used to identify congenital anomalies in administrative health records. Evidence is lacking on comparability of these code lists. OBJECTIVES:To compare prevalence of congenital anomalies and prognostic outcomes for children with congenital anomalies identified in administrative health records using three different code lists. METHODS:We developed national cohorts of singleton livebirths in England (n = 7 354 363, 2003-2014) and Scotland (n = 493 556, 2003-2011). Children with congenital anomalies were identified if congenital anomaly diagnosis was recorded at birth, during subsequent hospital admission or as cause of death before 2 years old. We used three code lists: the EUROCAT list for congenital anomaly surveillance in Europe; the Hardelid list developed to identify children with chronic conditions (including congenital anomalies) admitted to hospital in England; and the Feudtner list developed to indicate children with complex chronic conditions (including congenital anomalies) admitted to hospitals in the United States. We compared prevalence, and risks of postnatal hospital readmission and death according to each code list in England and Scotland. RESULTS:Prevalence of congenital anomalies was highest using the EUROCAT list (4.1% of livebirths in England, 3.7% in Scotland), followed by Hardelid (3.1% and 3.0% of livebirths, respectively) and Feudtner (1.8% and 1.5% of livebirths, respectively). 67.2%-73.3% of children with congenital anomalies in England and 65.2%-77.0% in Scotland had at least one postnatal hospital admission across the three code lists; mortality ranged between 42.6-75.4 and 41.5-88.7 deaths per 1000 births in England Scotland, respectively. The risk of these adverse outcomes was highest using Feudtner and lowest using EUROCAT code lists. CONCLUSIONS:The prevalence of congenital anomalies varied by congenital anomaly code list, over time and between countries, reflecting in part differences in hospital coding practices and admission thresholds. As a minimum, researchers using administrative health data to study congenital anomalies should report sensitivity analyses using different code lists."
31845899,https://doi.org/10.2196/14782,Efficient Reuse of Natural Language Processing Models for Phenotype-Mention Identification in Free-text Electronic Medical Records: A Phenotype Embedding Approach.,"Wu H, Hodgson K, Dyson S, Morley KI, Ibrahim ZM, Iqbal E, Stewart R, Dobson RJ, Sudlow C.",,JMIR medical informatics,2019,"BACKGROUND:Much effort has been put into the use of automated approaches, such as natural language processing (NLP), to mine or extract data from free-text medical records in order to construct comprehensive patient profiles for delivering better health care. Reusing NLP models in new settings, however, remains cumbersome, as it requires validation and retraining on new data iteratively to achieve convergent results. OBJECTIVE:The aim of this work is to minimize the effort involved in reusing NLP models on free-text medical records. METHODS:We formally define and analyze the model adaptation problem in phenotype-mention identification tasks. We identify ""duplicate waste"" and ""imbalance waste,"" which collectively impede efficient model reuse. We propose a phenotype embedding-based approach to minimize these sources of waste without the need for labelled data from new settings. RESULTS:We conduct experiments on data from a large mental health registry to reuse NLP models in four phenotype-mention identification tasks. The proposed approach can choose the best model for a new task, identifying up to 76% waste (duplicate waste), that is, phenotype mentions without the need for validation and model retraining and with very good performance (93%-97% accuracy). It can also provide guidance for validating and retraining the selected model for novel language patterns in new tasks, saving around 80% waste (imbalance waste), that is, the effort required in ""blind"" model-adaptation approaches. CONCLUSIONS:Adapting pretrained NLP models for new tasks can be more efficient and effective if the language pattern landscapes of old settings and new settings can be made explicit and comparable. Our experiments show that the phenotype-mention embedding approach is an effective way to model language patterns for phenotype-mention identification tasks and that its use can guide efficient NLP model reuse."
